,Ticker,Date,Senator,Transaction,Amount,Party,Range
2040,PYPL,2020-03-27,"Carper, Thomas R.",Purchase,1001.0,D,"$1,001 - $15,000"
2041,XOM,2020-03-26,"Roberts, Pat",Purchase,1001.0,R,"$1,001 - $15,000"
2042,BA,2020-03-26,"Roberts, Pat",Purchase,15001.0,R,"$15,001 - $50,000"
2043,CVX,2020-03-26,"Roberts, Pat",Purchase,1001.0,R,"$1,001 - $15,000"
2044,MSFT,2020-03-26,"Roberts, Pat",Purchase,1001.0,R,"$1,001 - $15,000"
2045,DOW,2020-03-26,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2046,NFLX,2020-03-26,"Perdue, David",Purchase,15001.0,R,"$15,001 - $50,000"
2047,TRP,2020-03-26,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2048,BOIVF,2020-03-26,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2049,WMB,2020-03-26,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2050,LNG,2020-03-26,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2051,BOIVF,2020-03-25,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2052,CSCO,2020-03-24,"Carper, Thomas R.",Purchase,1001.0,D,"$1,001 - $15,000"
2053,MPC,2020-03-24,"Carper, Thomas R.",Sale,1001.0,D,"$1,001 - $15,000"
2054,VOD,2020-03-24,"Carper, Thomas R.",Sale,1001.0,D,"$1,001 - $15,000"
2055,SBUX,2020-03-24,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2056,BOIVF,2020-03-24,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2057,AAPL,2020-03-24,"Roberts, Pat",Purchase,15001.0,R,"$15,001 - $50,000"
2058,WMT,2020-03-24,"Roberts, Pat",Purchase,1001.0,R,"$1,001 - $15,000"
2059,V,2020-03-24,"Roberts, Pat",Purchase,15001.0,R,"$15,001 - $50,000"
2060,VZ,2020-03-24,"Carper, Thomas R.",Purchase,1001.0,D,"$1,001 - $15,000"
2061,DIS,2020-03-24,"Roberts, Pat",Purchase,1001.0,R,"$1,001 - $15,000"
2062,MSFT,2020-03-24,"Roberts, Pat",Purchase,1001.0,R,"$1,001 - $15,000"
2063,JPM,2020-03-24,"Carper, Thomas R.",Purchase,1001.0,D,"$1,001 - $15,000"
2064,ABBV,2020-03-24,"Carper, Thomas R.",Purchase,1001.0,D,"$1,001 - $15,000"
2065,WFC,2020-03-24,"Carper, Thomas R.",Sale,1001.0,D,"$1,001 - $15,000"
2066,CEF,2020-03-23,"Carper, Thomas R.",Purchase,1001.0,D,"$1,001 - $15,000"
2067,BAC,2020-03-23,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2068,SBUX,2020-03-23,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2069,BOIVF,2020-03-23,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2070,BAC,2020-03-23,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2071,RL,2020-03-23,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2072,SBUX,2020-03-23,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2073,NWS,2020-03-23,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2074,SPY,2020-03-23,"Carper, Thomas R.",Purchase,1001.0,D,"$1,001 - $15,000"
2075,BAM,2020-03-20,"Inhofe, James M.",Sale,1001.0,R,"$1,001 - $15,000"
2076,BOIVF,2020-03-20,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2077,SYY,2020-03-20,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2078,NWSA,2020-03-20,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2079,HIG,2020-03-20,"Loeffler, Kelly",Purchase,100001.0,R,"$100,001 - $250,000"
2080,KR,2020-03-20,"Perdue, David",Sale,1001.0,R,"$1,001 - $15,000"
2081,PAGP,2020-03-20,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2082,CAH,2020-03-20,"Loeffler, Kelly",Purchase,100001.0,R,"$100,001 - $250,000"
2083,PAGP,2020-03-20,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2084,MSM,2020-03-20,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2085,AAPL,2020-03-20,"Roberts, Pat",Purchase,15001.0,R,"$15,001 - $50,000"
2086,M,2020-03-20,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2087,WDC,2020-03-20,"Loeffler, Kelly",Purchase,100001.0,R,"$100,001 - $250,000"
2088,K,2020-03-20,"Loeffler, Kelly",Purchase,100001.0,R,"$100,001 - $250,000"
2089,EMR,2020-03-20,"Loeffler, Kelly",Purchase,250001.0,R,"$250,001 - $500,000"
2090,CR,2020-03-20,"Loeffler, Kelly",Purchase,100001.0,R,"$100,001 - $250,000"
2091,CSCO,2020-03-20,"Loeffler, Kelly",Purchase,50001.0,R,"$50,001 - $100,000"
2092,ADM,2020-03-20,"Loeffler, Kelly",Purchase,100001.0,R,"$100,001 - $250,000"
2093,PRU,2020-03-20,"Loeffler, Kelly",Purchase,100001.0,R,"$100,001 - $250,000"
2094,CVX,2020-03-20,"Loeffler, Kelly",Purchase,50001.0,R,"$50,001 - $100,000"
2095,DAL,2020-03-20,"Loeffler, Kelly",Purchase,50001.0,R,"$50,001 - $100,000"
2096,AIZ,2020-03-20,"Loeffler, Kelly",Purchase,1001.0,R,"$1,001 - $15,000"
2097,CLX,2020-03-19,"Perdue, David",Sale,1001.0,R,"$1,001 - $15,000"
2098,KR,2020-03-19,"Perdue, David",Sale,1001.0,R,"$1,001 - $15,000"
2099,GOOG,2020-03-19,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2100,CME,2020-03-19,"Loeffler, Kelly",Purchase,50001.0,R,"$50,001 - $100,000"
2101,MSFT,2020-03-19,"Loeffler, Kelly",Purchase,15001.0,R,"$15,001 - $50,000"
2102,SBUX,2020-03-19,"Perdue, David",Purchase,15001.0,R,"$15,001 - $50,000"
2103,KR,2020-03-19,"Perdue, David",Sale,1001.0,R,"$1,001 - $15,000"
2104,TDG,2020-03-18,"Loeffler, Kelly",Sale,15001.0,R,"$15,001 - $50,000"
2105,LYV,2020-03-18,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2106,CDLX,2020-03-18,"Perdue, David",Purchase,100001.0,R,"$100,001 - $250,000"
2107,CDLX,2020-03-18,"Perdue, David",Purchase,100001.0,R,"$100,001 - $250,000"
2108,AIZ,2020-03-18,"Loeffler, Kelly",Purchase,250001.0,R,"$250,001 - $500,000"
2109,ADM,2020-03-18,"Loeffler, Kelly",Sale,15001.0,R,"$15,001 - $50,000"
2110,UHAL,2020-03-18,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2111,KR,2020-03-18,"Perdue, David",Sale,1001.0,R,"$1,001 - $15,000"
2112,BAC,2020-03-18,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2113,KR,2020-03-18,"Perdue, David",Sale,1001.0,R,"$1,001 - $15,000"
2114,KR,2020-03-18,"Perdue, David",Sale,1001.0,R,"$1,001 - $15,000"
2115,LYV,2020-03-18,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2116,GM,2020-03-18,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2117,KR,2020-03-17,"Perdue, David",Sale,1001.0,R,"$1,001 - $15,000"
2118,WFC,2020-03-17,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2119,HUN,2020-03-17,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2120,DAL,2020-03-17,"Loeffler, Kelly",Purchase,50001.0,R,"$50,001 - $100,000"
2121,PRU,2020-03-17,"Loeffler, Kelly",Purchase,15001.0,R,"$15,001 - $50,000"
2122,DG,2020-03-17,"Loeffler, Kelly",Sale,1001.0,R,"$1,001 - $15,000"
2123,TDG,2020-03-17,"Loeffler, Kelly",Sale,50001.0,R,"$50,001 - $100,000"
2124,UHAL,2020-03-17,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2125,LYV,2020-03-17,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2126,AXTA,2020-03-17,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2127,PG,2020-03-17,"Perdue, David",Sale,15001.0,R,"$15,001 - $50,000"
2128,PEP,2020-03-17,"Perdue, David",Sale,15001.0,R,"$15,001 - $50,000"
2129,NWSA,2020-03-17,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2130,PODD,2020-03-17,"Smith, Tina",Sale,250001.0,D,"$250,001 - $500,000"
2131,FHB,2020-03-17,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2132,CTSH,2020-03-17,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2133,SYY,2020-03-17,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2134,DXCM,2020-03-17,"Smith, Tina",Sale,250001.0,D,"$250,001 - $500,000"
2135,MSM,2020-03-17,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2136,KR,2020-03-16,"Perdue, David",Sale,1001.0,R,"$1,001 - $15,000"
2137,CVX,2020-03-16,"Loeffler, Kelly",Purchase,100001.0,R,"$100,001 - $250,000"
2138,AIG,2020-03-16,"Loeffler, Kelly",Purchase,50001.0,R,"$50,001 - $100,000"
2139,KR,2020-03-16,"Perdue, David",Sale,1001.0,R,"$1,001 - $15,000"
2140,HUN,2020-03-16,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2141,LYV,2020-03-16,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2142,FOX,2020-03-16,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2143,RF,2020-03-16,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2144,KR,2020-03-16,"Perdue, David",Sale,15001.0,R,"$15,001 - $50,000"
2145,KR,2020-03-16,"Perdue, David",Sale,1001.0,R,"$1,001 - $15,000"
2146,AXTA,2020-03-16,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2147,CME,2020-03-16,"Loeffler, Kelly",Sale,15001.0,R,"$15,001 - $50,000"
2148,FIS,2020-03-16,"Loeffler, Kelly",Sale,1001.0,R,"$1,001 - $15,000"
2149,ADP,2020-03-16,"Loeffler, Kelly",Sale,1001.0,R,"$1,001 - $15,000"
2150,KR,2020-03-13,"Perdue, David",Sale,1001.0,R,"$1,001 - $15,000"
2151,ENB,2020-03-13,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2152,TRP,2020-03-13,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2153,KR,2020-03-13,"Perdue, David",Sale,1001.0,R,"$1,001 - $15,000"
2154,KR,2020-03-13,"Perdue, David",Sale,1001.0,R,"$1,001 - $15,000"
2155,ENB,2020-03-13,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2156,IHRT,2020-03-13,"Blumenthal, Richard",Purchase,100001.0,D,"$100,001-$250,000"
2157,TRP,2020-03-13,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2158,PRU,2020-03-13,"Loeffler, Kelly",Purchase,15001.0,R,"$15,001 - $50,000"
2159,CSCO,2020-03-13,"Loeffler, Kelly",Purchase,100001.0,R,"$100,001 - $250,000"
2160,IHRT,2020-03-12,"Blumenthal, Richard",Purchase,100001.0,D,"$100,001-$250,000"
2161,PRU,2020-03-12,"Loeffler, Kelly",Purchase,15001.0,R,"$15,001 - $50,000"
2162,DG,2020-03-12,"Loeffler, Kelly",Sale,50001.0,R,"$50,001 - $100,000"
2163,CGNX,2020-03-11,"Whitehouse, Sheldon",Sale,15001.0,D,"$15,001 - $50,000"
2164,BKNG,2020-03-11,"Loeffler, Kelly",Sale,1001.0,R,"$1,001 - $15,000"
2165,BKNG,2020-03-11,"Loeffler, Kelly",Sale,1001.0,R,"$1,001 - $15,000"
2166,GEL,2020-03-11,"Perdue, David",Sale,1001.0,R,"$1,001 - $15,000"
2167,ICE,2020-03-11,"Loeffler, Kelly",Sale,5000001.0,R,"$5,000,001 - $25,000,000"
2168,ICE,2020-03-11,"Loeffler, Kelly",Sale,5000001.0,R,"$5,000,001 - $25,000,000"
2169,SIEGY,2020-03-11,"Whitehouse, Sheldon",Sale,15001.0,D,"$15,001 - $50,000"
2170,HAL,2020-03-10,"Moran, Jerry",Purchase,1001.0,R,"$1,001 - $15,000"
2171,CVX,2020-03-10,"Loeffler, Kelly",Purchase,100001.0,R,"$100,001 - $250,000"
2172,DD,2020-03-10,"Loeffler, Kelly",Purchase,1001.0,R,"$1,001 - $15,000"
2173,EAF,2020-03-10,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2174,FOXA,2020-03-10,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2175,NWSA,2020-03-10,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2176,M,2020-03-10,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2177,MSM,2020-03-10,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2178,BKNG,2020-03-10,"Loeffler, Kelly",Sale,15001.0,R,"$15,001 - $50,000"
2179,VUSFX,2020-03-10,"Moran, Jerry",Sale,15001.0,R,"$15,001 - $50,000"
2180,XOM,2020-03-10,"Moran, Jerry",Purchase,1001.0,R,"$1,001 - $15,000"
2181,BRK-B,2020-03-10,"Moran, Jerry",Purchase,1001.0,R,"$1,001 - $15,000"
2182,BRK-B,2020-03-10,"Moran, Jerry",Purchase,1001.0,R,"$1,001 - $15,000"
2183,XOM,2020-03-10,"Moran, Jerry",Purchase,1001.0,R,"$1,001 - $15,000"
2184,HAL,2020-03-10,"Moran, Jerry",Purchase,1001.0,R,"$1,001 - $15,000"
2185,VWO,2020-03-10,"Moran, Jerry",Sale,15001.0,R,"$15,001 - $50,000"
2186,VWO,2020-03-10,"Moran, Jerry",Sale,15001.0,R,"$15,001 - $50,000"
2187,HAL,2020-03-10,"Moran, Jerry",Purchase,1001.0,R,"$1,001 - $15,000"
2188,XOM,2020-03-10,"Moran, Jerry",Purchase,1001.0,R,"$1,001 - $15,000"
2189,BRK-B,2020-03-10,"Moran, Jerry",Purchase,1001.0,R,"$1,001 - $15,000"
2190,BKNG,2020-03-10,"Loeffler, Kelly",Sale,15001.0,R,"$15,001 - $50,000"
2191,CVX,2020-03-09,"Loeffler, Kelly",Purchase,100001.0,R,"$100,001 - $250,000"
2192,DD,2020-03-09,"Loeffler, Kelly",Purchase,1001.0,R,"$1,001 - $15,000"
2193,IHRT,2020-03-09,"Blumenthal, Richard",Purchase,100001.0,D,"$100,001-$250,000"
2194,WMT,2020-03-09,"Roberts, Pat",Sale,1001.0,R,"$1,001 - $15,000"
2195,CR,2020-03-09,"Loeffler, Kelly",Sale,15001.0,R,"$15,001 - $50,000"
2196,DOW,2020-03-09,"Cassidy, Bill",Purchase,1001.0,R,"$1,001 - $15,000"
2197,JNJ,2020-03-09,"Cassidy, Bill",Purchase,1001.0,R,"$1,001 - $15,000"
2198,MMM,2020-03-09,"Cassidy, Bill",Purchase,1001.0,R,"$1,001 - $15,000"
2199,PSX,2020-03-09,"Cassidy, Bill",Purchase,1001.0,R,"$1,001 - $15,000"
2200,EMR,2020-03-09,"Loeffler, Kelly",Sale,1001.0,R,"$1,001 - $15,000"
2201,VFC,2020-03-09,"Cassidy, Bill",Purchase,1001.0,R,"$1,001 - $15,000"
2202,T,2020-03-09,"Cassidy, Bill",Sale,1001.0,R,"$1,001 - $15,000"
2203,AMGN,2020-03-09,"Cassidy, Bill",Sale,1001.0,R,"$1,001 - $15,000"
2204,AAPL,2020-03-09,"Cassidy, Bill",Sale,1001.0,R,"$1,001 - $15,000"
2205,BLK,2020-03-09,"Cassidy, Bill",Sale,1001.0,R,"$1,001 - $15,000"
2206,EMR,2020-03-09,"Cassidy, Bill",Sale,1001.0,R,"$1,001 - $15,000"
2207,MDT,2020-03-09,"Cassidy, Bill",Sale,1001.0,R,"$1,001 - $15,000"
2208,MSFT,2020-03-09,"Cassidy, Bill",Sale,1001.0,R,"$1,001 - $15,000"
2209,C,2020-03-09,"Inhofe, James M.",Sale,50001.0,R,"$50,001 - $100,000"
2210,PG,2020-03-09,"Cassidy, Bill",Sale,1001.0,R,"$1,001 - $15,000"
2211,TROW,2020-03-09,"Cassidy, Bill",Sale,1001.0,R,"$1,001 - $15,000"
2212,WMT,2020-03-09,"Cassidy, Bill",Sale,1001.0,R,"$1,001 - $15,000"
2213,TJX,2020-03-09,"Loeffler, Kelly",Sale,15001.0,R,"$15,001 - $50,000"
2214,HELE,2020-03-09,"Loeffler, Kelly",Sale,50001.0,R,"$50,001 - $100,000"
2215,HIG,2020-03-09,"Loeffler, Kelly",Sale,1001.0,R,"$1,001 - $15,000"
2216,AIZ,2020-03-09,"Loeffler, Kelly",Sale,15001.0,R,"$15,001 - $50,000"
2217,EMR,2020-03-09,"Loeffler, Kelly",Sale,1001.0,R,"$1,001 - $15,000"
2218,CR,2020-03-09,"Loeffler, Kelly",Sale,15001.0,R,"$15,001 - $50,000"
2219,HIG,2020-03-09,"Loeffler, Kelly",Sale,1001.0,R,"$1,001 - $15,000"
2220,AIZ,2020-03-09,"Loeffler, Kelly",Sale,15001.0,R,"$15,001 - $50,000"
2221,HELE,2020-03-06,"Loeffler, Kelly",Sale,50001.0,R,"$50,001 - $100,000"
2222,BAC,2020-03-06,"Perdue, David",Sale,1001.0,R,"$1,001 - $15,000"
2223,BRK-B,2020-03-06,"Perdue, David",Purchase,15001.0,R,"$15,001 - $50,000"
2224,BRK-B,2020-03-06,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2225,AAPL,2020-03-06,"Roberts, Pat",Purchase,15001.0,R,"$15,001 - $50,000"
2226,NVDA,2020-03-06,"Roberts, Pat",Purchase,50001.0,R,"$50,001 - $100,000"
2227,NFLX,2020-03-06,"Roberts, Pat",Purchase,100001.0,R,"$100,001 - $250,000"
2228,NFLX,2020-03-06,"Roberts, Pat",Purchase,100001.0,R,"$100,001 - $250,000"
2229,BKNG,2020-03-06,"Loeffler, Kelly",Purchase,15001.0,R,"$15,001 - $50,000"
2230,BKNG,2020-03-06,"Loeffler, Kelly",Purchase,15001.0,R,"$15,001 - $50,000"
2231,URBN,2020-03-05,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2232,BRK-B,2020-03-05,"Perdue, David",Purchase,15001.0,R,"$15,001 - $50,000"
2233,BRK-B,2020-03-05,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2234,TJX,2020-03-05,"Loeffler, Kelly",Sale,15001.0,R,"$15,001 - $50,000"
2235,WTRG,2020-03-05,"King, Angus",Sale,1001.0,I,"$1,001 - $15,000"
2236,BRK-B,2020-03-05,"Perdue, David",Purchase,15001.0,R,"$15,001 - $50,000"
2237,URBN,2020-03-05,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2238,KR,2020-03-05,"Perdue, David",Sale,15001.0,R,"$15,001 - $50,000"
2239,URBN,2020-03-04,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2240,URBN,2020-03-04,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2241,URBN,2020-03-04,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2242,GM,2020-03-04,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2243,KR,2020-03-04,"Perdue, David",Sale,1001.0,R,"$1,001 - $15,000"
2244,BAC,2020-03-04,"Perdue, David",Sale,1001.0,R,"$1,001 - $15,000"
2245,BP,2020-03-04,"Loeffler, Kelly",Sale,1001.0,R,"$1,001 - $15,000"
2246,KR,2020-03-04,"Perdue, David",Sale,1001.0,R,"$1,001 - $15,000"
2247,PANW,2020-03-04,"Loeffler, Kelly",Sale,1001.0,R,"$1,001 - $15,000"
2248,AIG,2020-03-04,"Loeffler, Kelly",Sale,1001.0,R,"$1,001 - $15,000"
2249,AMGN,2020-03-04,"Loeffler, Kelly",Sale,15001.0,R,"$15,001 - $50,000"
2250,BP,2020-03-04,"Loeffler, Kelly",Sale,1001.0,R,"$1,001 - $15,000"
2251,CVX,2020-03-04,"Loeffler, Kelly",Sale,15001.0,R,"$15,001 - $50,000"
2252,PANW,2020-03-04,"Loeffler, Kelly",Sale,1001.0,R,"$1,001 - $15,000"
2253,AIG,2020-03-04,"Loeffler, Kelly",Sale,1001.0,R,"$1,001 - $15,000"
2254,AMGN,2020-03-04,"Loeffler, Kelly",Sale,15001.0,R,"$15,001 - $50,000"
2255,ILMN,2020-03-04,"Whitehouse, Sheldon",Sale,1001.0,D,"$1,001 - $15,000"
2256,WFC,2020-03-04,"McConnell, A. Mitchell Jr.",Purchase,1001.0,R,"$1,001 - $15,000"
2257,CVX,2020-03-04,"Loeffler, Kelly",Sale,15001.0,R,"$15,001 - $50,000"
2258,ROST,2020-03-03,"Loeffler, Kelly",Sale,15001.0,R,"$15,001 - $50,000"
2259,FB,2020-03-03,"Loeffler, Kelly",Sale,50001.0,R,"$50,001 - $100,000"
2260,JPM,2020-03-03,"Capito, Shelley Moore",Purchase,1001.0,R,"$1,001 - $15,000"
2261,MSFT,2020-03-03,"Capito, Shelley Moore",Purchase,1001.0,R,"$1,001 - $15,000"
2262,ROST,2020-03-03,"Loeffler, Kelly",Sale,15001.0,R,"$15,001 - $50,000"
2263,LULU,2020-03-03,"Loeffler, Kelly",Sale,50001.0,R,"$50,001 - $100,000"
2264,LULU,2020-03-03,"Loeffler, Kelly",Sale,50001.0,R,"$50,001 - $100,000"
2265,KR,2020-03-03,"Perdue, David",Sale,1001.0,R,"$1,001 - $15,000"
2266,KR,2020-03-03,"Perdue, David",Sale,1001.0,R,"$1,001 - $15,000"
2267,JNJ,2020-03-03,"Capito, Shelley Moore",Purchase,1001.0,R,"$1,001 - $15,000"
2268,DD,2020-03-03,"Loeffler, Kelly",Purchase,50001.0,R,"$50,001 - $100,000"
2269,FB,2020-03-03,"Loeffler, Kelly",Sale,50001.0,R,"$50,001 - $100,000"
2270,ABT,2020-03-03,"Capito, Shelley Moore",Purchase,1001.0,R,"$1,001 - $15,000"
2271,NFLX,2020-03-02,"Roberts, Pat",Sale,100001.0,R,"$100,001 - $250,000"
2272,BAC,2020-03-02,"Perdue, David",Sale,15001.0,R,"$15,001 - $50,000"
2273,CZR,2020-03-02,"Perdue, David",Sale,1001.0,R,"$1,001 - $15,000"
2274,CZR,2020-03-02,"Perdue, David",Sale,1001.0,R,"$1,001 - $15,000"
2275,DD,2020-03-02,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2276,KR,2020-03-02,"Perdue, David",Sale,15001.0,R,"$15,001 - $50,000"
2277,WPX,2020-03-02,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2278,AAPL,2020-03-02,"Roberts, Pat",Sale,15001.0,R,"$15,001 - $50,000"
2279,DD,2020-03-02,"Loeffler, Kelly",Purchase,15001.0,R,"$15,001 - $50,000"
2280,ROST,2020-03-02,"Loeffler, Kelly",Sale,15001.0,R,"$15,001 - $50,000"
2281,ROST,2020-03-02,"Loeffler, Kelly",Sale,15001.0,R,"$15,001 - $50,000"
2282,NVDA,2020-03-02,"Roberts, Pat",Sale,15001.0,R,"$15,001 - $50,000"
2283,NFLX,2020-03-02,"Roberts, Pat",Sale,50001.0,R,"$50,001 - $100,000"
2284,DD,2020-03-02,"Loeffler, Kelly",Purchase,50001.0,R,"$50,001 - $100,000"
2285,IR,2020-02-29,"Rosen, Jacky",Sale,1001.0,D,"$1,001 - $15,000"
2286,DD,2020-02-28,"Loeffler, Kelly",Purchase,100001.0,R,"$100,001 - $250,000"
2287,GM,2020-02-28,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2288,CME,2020-02-28,"Loeffler, Kelly",Sale,50001.0,R,"$50,001 - $100,000"
2289,DG,2020-02-28,"Loeffler, Kelly",Sale,50001.0,R,"$50,001 - $100,000"
2290,CZR,2020-02-28,"Perdue, David",Sale,1001.0,R,"$1,001 - $15,000"
2291,PFE,2020-02-28,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2292,PFE,2020-02-28,"Perdue, David",Purchase,15001.0,R,"$15,001 - $50,000"
2293,DVN,2020-02-28,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2294,CZR,2020-02-28,"Perdue, David",Sale,1001.0,R,"$1,001 - $15,000"
2295,CZR,2020-02-28,"Perdue, David",Sale,1001.0,R,"$1,001 - $15,000"
2296,CZR,2020-02-28,"Perdue, David",Sale,1001.0,R,"$1,001 - $15,000"
2297,DD,2020-02-28,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2298,PFE,2020-02-28,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2299,PFE,2020-02-28,"Perdue, David",Purchase,15001.0,R,"$15,001 - $50,000"
2300,DD,2020-02-28,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2301,DD,2020-02-28,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2302,PFE,2020-02-28,"Perdue, David",Purchase,15001.0,R,"$15,001 - $50,000"
2303,DD,2020-02-28,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2304,GM,2020-02-28,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2305,PFE,2020-02-28,"Perdue, David",Purchase,15001.0,R,"$15,001 - $50,000"
2306,DVN,2020-02-28,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2307,DD,2020-02-28,"Loeffler, Kelly",Purchase,15001.0,R,"$15,001 - $50,000"
2308,CZR,2020-02-27,"Perdue, David",Sale,1001.0,R,"$1,001 - $15,000"
2309,CZR,2020-02-27,"Perdue, David",Sale,1001.0,R,"$1,001 - $15,000"
2310,DD,2020-02-27,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2311,DAL,2020-02-27,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2312,PFE,2020-02-27,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2313,DD,2020-02-27,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2314,DD,2020-02-27,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2315,PFE,2020-02-27,"Perdue, David",Purchase,15001.0,R,"$15,001 - $50,000"
2316,CZR,2020-02-27,"Perdue, David",Sale,1001.0,R,"$1,001 - $15,000"
2317,DD,2020-02-27,"Loeffler, Kelly",Purchase,100001.0,R,"$100,001 - $250,000"
2318,DD,2020-02-27,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2319,PFE,2020-02-27,"Perdue, David",Purchase,15001.0,R,"$15,001 - $50,000"
2320,DD,2020-02-27,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
2321,FIS,2020-02-27,"Loeffler, Kelly",Purchase,15001.0,R,"$15,001 - $50,000"
2322,AMZN,2020-02-27,"Loeffler, Kelly",Sale,15001.0,R,"$15,001 - $50,000"
2323,WCMIX,2020-02-27,"Sullivan, Dan",Purchase,50001.0,R,"$50,001 - $100,000"
2324,RPM,2020-02-27,"Sullivan, Dan",Sale,50001.0,R,"$50,001 - $100,000"
2325,CZR,2020-02-27,"Perdue, David",Sale,1001.0,R,"$1,001 - $15,000"
2326,DD,2020-02-27,"Perdue, David",Purchase,1001.0,R,"$1,001 - $15,000"
