,Date,Ticker,Mentions,Rank,Sentiment
224,2019-04-20,MSFT,6,10,-0.3723666667
225,2019-04-21,MSFT,4,9,0.1806
226,2019-04-22,MSFT,20,6,0.01739
227,2019-04-23,MSFT,91,3,0.0472076923
228,2019-04-24,MSFT,180,1,0.0929094444
229,2019-04-25,MSFT,123,3,0.1175804878
230,2019-04-26,MSFT,31,10,0.2116193548
231,2019-04-27,MSFT,3,21,0.2195
232,2019-04-28,MSFT,1,90,0.9967
233,2019-04-29,MSFT,18,16,0.1632722222
234,2019-04-30,MSFT,24,11,0.1057708333
235,2019-05-01,MSFT,58,8,-0.2046103448
236,2019-05-02,MSFT,54,8,0.0959296296
237,2019-05-03,MSFT,54,3,0.113637037
238,2019-05-04,MSFT,3,16,0.3032333333
239,2019-05-05,MSFT,3,22,0.4879666667
240,2019-05-06,MSFT,20,13,-0.10863
241,2019-05-07,MSFT,37,7,0.1182783784
242,2019-05-08,MSFT,42,11,0.1101714286
243,2019-05-09,MSFT,18,13,-0.0400611111
244,2019-05-10,MSFT,30,11,0.1987566667
245,2019-05-11,MSFT,2,25,-0.31095
246,2019-05-12,MSFT,1,39,0.0
247,2019-05-13,MSFT,18,14,0.0617166667
248,2019-05-14,MSFT,5,32,0.52304
249,2019-05-15,MSFT,44,11,0.3181772727
250,2019-05-16,MSFT,33,6,-0.0049666667
251,2019-05-17,MSFT,28,8,0.2374714286
252,2019-05-19,MSFT,1,54,0.4939
253,2019-05-20,MSFT,15,10,0.0632533333
254,2019-05-21,MSFT,17,7,0.1439235294
255,2019-05-22,MSFT,16,9,-0.083475
256,2019-05-23,MSFT,30,6,0.1761666667
257,2019-05-24,MSFT,17,7,0.1796
258,2019-05-25,MSFT,1,44,-0.2023
259,2019-05-27,MSFT,5,4,0.67566
260,2019-05-28,MSFT,13,13,0.2128461538
261,2019-05-29,MSFT,27,8,0.2100962963
262,2019-05-30,MSFT,12,14,0.173175
263,2019-05-31,MSFT,20,11,0.113925
264,2019-06-01,MSFT,1,69,0.891
265,2019-06-02,MSFT,2,17,0.0
266,2019-06-03,MSFT,75,3,-0.0391106667
267,2019-06-04,MSFT,34,5,0.26915
268,2019-06-05,MSFT,26,7,0.1256615385
269,2019-06-06,MSFT,35,9,0.05988
270,2019-06-07,MSFT,74,4,0.2148837838
271,2019-06-08,MSFT,14,3,0.1150571429
272,2019-06-09,MSFT,21,3,0.1949285714
273,2019-06-10,MSFT,49,4,0.0255346939
274,2019-06-11,MSFT,21,8,0.0267714286
275,2019-06-12,MSFT,22,7,0.1999045455
276,2019-06-13,MSFT,24,10,0.2341333333
277,2019-06-14,MSFT,23,7,0.1847217391
278,2019-06-15,MSFT,2,44,0.4019
279,2019-06-16,MSFT,4,14,-0.32315
280,2019-06-17,MSFT,6,19,0.0416166667
281,2019-06-18,MSFT,7,24,0.2350571429
282,2019-06-19,MSFT,21,8,0.2593238095
283,2019-06-20,MSFT,25,5,0.172208
284,2019-06-21,MSFT,22,8,0.1397818182
285,2019-06-22,MSFT,5,6,0.41614
286,2019-06-24,MSFT,39,5,0.0984589744
287,2019-06-25,MSFT,83,3,-0.111113253
288,2019-06-26,MSFT,30,4,-0.0234
289,2019-06-27,MSFT,38,3,0.0825710526
290,2019-06-28,MSFT,65,2,0.0447615385
291,2019-06-29,MSFT,10,8,0.04076
292,2019-06-30,MSFT,12,3,0.2006333333
293,2019-07-01,MSFT,28,6,0.1458535714
294,2019-07-02,MSFT,18,6,0.0743166667
295,2019-07-03,MSFT,23,4,0.1634347826
296,2019-07-04,MSFT,18,2,0.0917833333
297,2019-07-05,MSFT,26,4,0.0748615385
298,2019-07-06,MSFT,2,24,0.28105
299,2019-07-08,MSFT,26,3,0.1027038462
300,2019-07-09,MSFT,24,7,0.1018
301,2019-07-10,MSFT,50,3,-0.02316
302,2019-07-11,MSFT,68,2,0.0993764706
303,2019-07-12,MSFT,45,3,0.1476088889
304,2019-07-13,MSFT,12,4,0.2218166667
305,2019-07-14,MSFT,4,8,0.17
306,2019-07-15,MSFT,34,4,0.2508088235
307,2019-07-16,MSFT,126,1,-0.0391365079
308,2019-07-17,MSFT,110,2,-0.0493045455
309,2019-07-18,MSFT,336,1,0.0302785714
310,2019-07-19,MSFT,200,1,0.0640825
311,2019-07-20,MSFT,9,3,0.0808555556
312,2019-07-21,MSFT,5,5,0.51092
313,2019-07-22,MSFT,20,8,0.449435
314,2019-07-23,MSFT,32,6,-0.122571875
315,2019-07-24,MSFT,36,6,0.18345
316,2019-07-25,MSFT,26,11,0.1238192308
317,2019-07-26,MSFT,27,13,0.1636592593
318,2019-07-27,MSFT,2,60,0.8924
319,2019-07-28,MSFT,4,10,0.58865
320,2019-07-29,MSFT,37,5,0.0682945946
321,2019-07-30,MSFT,16,13,0.11715625
322,2019-07-31,MSFT,82,3,0.0001817073
323,2019-08-01,MSFT,78,3,0.1571358974
324,2019-08-02,MSFT,66,3,0.1837454545
325,2019-08-03,MSFT,6,5,0.2120833333
326,2019-08-04,MSFT,3,6,-0.3100333333
327,2019-08-05,MSFT,55,4,0.0830836364
328,2019-08-06,MSFT,31,6,0.0317741935
329,2019-08-07,MSFT,21,12,0.1892761905
330,2019-08-08,MSFT,33,8,0.1885151515
331,2019-08-09,MSFT,20,10,0.078215
332,2019-08-10,MSFT,1,72,0.3182
333,2019-08-11,MSFT,4,4,0.376075
334,2019-08-12,MSFT,19,10,-0.0080631579
335,2019-08-13,MSFT,12,17,0.044225
336,2019-08-14,MSFT,48,6,-0.02969375
337,2019-08-15,MSFT,32,7,-0.151596875
338,2019-08-16,MSFT,36,6,0.089875
339,2019-08-17,MSFT,2,28,0.56465
340,2019-08-19,MSFT,24,8,-0.0426541667
341,2019-08-20,MSFT,19,12,-0.0372421053
342,2019-08-21,MSFT,13,20,-0.0143384615
343,2019-08-22,MSFT,21,14,0.0976190476
344,2019-08-23,MSFT,39,11,0.0134769231
345,2019-08-24,MSFT,11,2,-0.0251090909
346,2019-08-25,MSFT,2,36,0.31845
347,2019-08-26,MSFT,21,8,0.0445619048
348,2019-08-27,MSFT,11,26,0.0377363636
349,2019-08-28,MSFT,10,26,-0.09049
350,2019-08-29,MSFT,23,13,0.1679217391
351,2019-08-30,MSFT,13,17,0.0890384615
352,2019-08-31,MSFT,4,7,-0.078975
353,2019-09-01,MSFT,3,13,0.115
354,2019-09-02,MSFT,4,8,0.389225
355,2019-09-03,MSFT,10,23,0.16218
356,2019-09-04,MSFT,10,27,0.15756
357,2019-09-05,MSFT,22,16,0.0468
358,2019-09-06,MSFT,17,12,0.0300235294
