,Date,Ticker,OTC_Short,OTC_Total,DPI
909,2019-01-04,MSFT,3229832,7536920,0.428534733
910,2019-01-03,MSFT,3001339,7895658,0.3801252537
911,2019-01-02,MSFT,2700030,5361558,0.5035905608
912,2018-12-31,MSFT,2863813,5277275,0.5426688964
913,2018-12-28,MSFT,3548811,7330418,0.4841212329
914,2018-12-27,MSFT,3927686,7617468,0.5156156875
915,2018-12-26,MSFT,4992291,8558125,0.5833393413
916,2018-12-24,MSFT,3235108,8274069,0.390993597
917,2018-12-21,MSFT,3418255,10215020,0.3346302797
918,2018-12-20,MSFT,4827112,11066540,0.4361898118
919,2018-12-19,MSFT,4378063,9108451,0.4806594447
920,2018-12-18,MSFT,3193328,6608744,0.4831974124
921,2018-12-17,MSFT,3065224,7356472,0.4166703822
922,2018-12-14,MSFT,4310163,9459645,0.4556368659
923,2018-12-13,MSFT,2905175,6257155,0.4642964734
924,2018-12-12,MSFT,3113043,8176057,0.3807511371
925,2018-12-11,MSFT,4888474,10024748,0.4876405871
926,2018-12-10,MSFT,4256250,9311279,0.457106913
927,2018-12-07,MSFT,2407008,5970234,0.403168117
928,2018-12-06,MSFT,4863050,10015790,0.485538335
929,2018-12-04,MSFT,4669342,9419291,0.4957211748
930,2018-12-03,MSFT,4274732,8837528,0.4837022299
931,2018-11-30,MSFT,3303053,6857558,0.4816660683
932,2018-11-29,MSFT,3495767,6686986,0.5227716942
933,2018-11-28,MSFT,4742643,9741925,0.4868281166
934,2018-11-27,MSFT,2352452,4983597,0.472038971
935,2018-11-26,MSFT,3475305,8579273,0.4050815261
936,2018-11-23,MSFT,1158173,3829793,0.3024113836
937,2018-11-21,MSFT,3432660,7599111,0.4517186287
938,2018-11-20,MSFT,4090398,14495095,0.2821918725
939,2018-11-19,MSFT,3123277,11244066,0.2777711372
940,2018-11-16,MSFT,1961186,5766648,0.3400911587
941,2018-11-15,MSFT,2064044,6782701,0.3043100381
942,2018-11-14,MSFT,1922362,7865040,0.2444185916
943,2018-11-13,MSFT,2354982,7095183,0.3319127921
944,2018-11-12,MSFT,1621718,5415831,0.299440289
945,2018-11-09,MSFT,1747921,7617991,0.2294464512
946,2018-11-08,MSFT,2412284,6159833,0.3916151623
947,2018-11-07,MSFT,3282218,9849203,0.3332470658
948,2018-11-06,MSFT,1865696,5833379,0.3198310962
949,2018-11-05,MSFT,2133394,6975686,0.30583286
950,2018-11-02,MSFT,1634847,5733443,0.2851422784
951,2018-11-01,MSFT,1133736,5491338,0.2064589723
952,2018-10-31,MSFT,3680289,11191718,0.3288403979
953,2018-10-30,MSFT,3891774,16138263,0.2411519753
954,2018-10-29,MSFT,1646352,9431225,0.1745639617
955,2018-10-26,MSFT,2807664,12296467,0.2283309507
956,2018-10-25,MSFT,3471016,14499588,0.2393872157
957,2018-10-24,MSFT,4745778,18458080,0.2571111405
958,2018-10-23,MSFT,3812216,11859091,0.3214593766
959,2018-10-22,MSFT,2074352,7337291,0.2827136064
960,2018-10-19,MSFT,1816122,6740896,0.2694184868
961,2018-10-18,MSFT,1914728,7115663,0.2690863803
962,2018-10-17,MSFT,1654826,5970730,0.2771563946
963,2018-10-16,MSFT,2251551,7354423,0.3061492384
964,2018-10-15,MSFT,3642360,7553376,0.482216164
965,2018-10-12,MSFT,5050243,9957000,0.5072052827
966,2018-10-11,MSFT,5700765,13540884,0.421003902
967,2018-10-10,MSFT,4772127,16184309,0.2948613376
968,2018-10-09,MSFT,1849637,6313522,0.2929643708
969,2018-10-08,MSFT,1822932,7003473,0.2602897163
970,2018-10-05,MSFT,2194038,7420727,0.2956634842
971,2018-10-04,MSFT,3952539,9025741,0.4379185044
972,2018-10-03,MSFT,2113561,4251871,0.4970896342
973,2018-10-02,MSFT,2148908,5122878,0.4194728042
974,2018-10-01,MSFT,2084602,4995370,0.4173068261
975,2018-09-28,MSFT,1314407,4435578,0.296332744
976,2018-09-27,MSFT,989802,3862476,0.2562610098
977,2018-09-26,MSFT,1706999,4215941,0.404891577
978,2018-09-25,MSFT,1769720,4881875,0.3625082576
979,2018-09-24,MSFT,2279880,7112456,0.3205475015
980,2018-09-21,MSFT,2647886,7824306,0.3384180015
981,2018-09-20,MSFT,1803144,6203844,0.2906494747
982,2018-09-19,MSFT,1632537,6176668,0.2643070665
983,2018-09-18,MSFT,1284800,5189046,0.2475984988
984,2018-09-17,MSFT,1363143,5081255,0.2682689611
985,2018-09-14,MSFT,1587545,4699356,0.3378218207
986,2018-09-13,MSFT,1395363,7202788,0.1937254019
987,2018-09-12,MSFT,1144932,5055242,0.2264841129
988,2018-09-11,MSFT,1440840,5951216,0.2421085035
989,2018-09-10,MSFT,888229,4366498,0.2034190786
990,2018-09-07,MSFT,904786,4585176,0.1973285213
991,2018-09-06,MSFT,1059018,5471953,0.1935356535
992,2018-09-05,MSFT,1998897,8758823,0.2282152522
993,2018-09-04,MSFT,1618422,6120715,0.2644171473
994,2018-08-31,MSFT,1507551,5552846,0.2714915919
995,2018-08-30,MSFT,2121667,6759319,0.313887686
996,2018-08-29,MSFT,2734053,6169376,0.4431652407
997,2018-08-28,MSFT,1536842,5002854,0.3071930542
998,2018-08-27,MSFT,1480208,4829898,0.3064677556
999,2018-08-24,MSFT,863879,4099122,0.2107473259
1000,2018-08-23,MSFT,1037775,4350819,0.2385240572
1001,2018-08-22,MSFT,1338114,5414765,0.24712319
1002,2018-08-21,MSFT,1058807,6898302,0.1534880613
1003,2018-08-20,MSFT,1026815,4784997,0.2145905212
1004,2018-08-17,MSFT,735435,4249574,0.1730608762
1005,2018-08-16,MSFT,769889,5446257,0.141361122
1006,2018-08-15,MSFT,1919435,7890054,0.243272733
1007,2018-08-14,MSFT,1382817,5125310,0.2698016315
1008,2018-08-13,MSFT,1199524,5326028,0.2252192441
1009,2018-08-10,MSFT,1162465,3754048,0.3096564029
1010,2018-08-09,MSFT,1408850,4152742,0.3392577723
1011,2018-08-08,MSFT,1544664,4527787,0.3411520904
1012,2018-08-07,MSFT,1498502,4609041,0.3251222977
1013,2018-08-06,MSFT,1115127,3901423,0.2858257103
1014,2018-08-03,MSFT,1412056,4031380,0.350266162
1015,2018-08-02,MSFT,2532955,7371106,0.3436329636
1016,2018-08-01,MSFT,2013961,6175431,0.3261247676
1017,2018-07-31,MSFT,1872471,6443555,0.2905959521
1018,2018-07-30,MSFT,2179282,11139062,0.1956432238
1019,2018-07-27,MSFT,2787510,12210363,0.2282905103
1020,2018-07-26,MSFT,2463911,8780947,0.2805974116
1021,2018-07-25,MSFT,3089592,8625159,0.3582069617
1022,2018-07-24,MSFT,2028653,8066246,0.2514990245
1023,2018-07-23,MSFT,3106863,9096574,0.3415421015
1024,2018-07-20,MSFT,5534712,21299025,0.2598575287
1025,2018-07-19,MSFT,3539596,10387604,0.3407519193
1026,2018-07-18,MSFT,2377239,8808102,0.2698923105
1027,2018-07-17,MSFT,2669304,7615173,0.350524407
1028,2018-07-16,MSFT,1969092,5419494,0.3633350272
1029,2018-07-13,MSFT,3205830,6665315,0.4809720171
1030,2018-07-12,MSFT,1971168,6670331,0.2955127714
1031,2018-07-11,MSFT,1017260,4309124,0.2360711829
1032,2018-07-10,MSFT,1338648,4421354,0.3027687898
1033,2018-07-09,MSFT,1335835,3842440,0.3476527935
1034,2018-07-06,MSFT,1114736,4396384,0.253557469
1035,2018-07-05,MSFT,817409,4714902,0.1733671241
1036,2018-07-03,MSFT,1364897,3604949,0.3786175616
1037,2018-07-02,MSFT,1614289,4060474,0.3975617132
1038,2018-06-29,MSFT,1943242,4747347,0.4093322018
1039,2018-06-28,MSFT,1469079,5814260,0.2526682673
1040,2018-06-27,MSFT,2217287,8186235,0.2708555276
1041,2018-06-26,MSFT,2346724,5754567,0.4078020119
1042,2018-06-25,MSFT,1977958,7148830,0.2766827579
1043,2018-06-22,MSFT,2676508,6862691,0.3900085258
1044,2018-06-21,MSFT,1972754,4678297,0.4216820779
1045,2018-06-20,MSFT,2718944,7009419,0.3878986261
1046,2018-06-19,MSFT,1623286,5773368,0.2811679422
1047,2018-06-18,MSFT,1477925,6370092,0.2320099929
1048,2018-06-15,MSFT,5264427,7123507,0.7390218048
1049,2018-06-14,MSFT,2911428,6261088,0.4650035265
1050,2018-06-13,MSFT,2915310,6393128,0.4560068248
1051,2018-06-12,MSFT,1889823,5244773,0.3603250322
1052,2018-06-11,MSFT,1821068,5158589,0.3530166873
1053,2018-06-08,MSFT,2315345,5013054,0.4618631676
1054,2018-06-07,MSFT,3170127,6549028,0.4840606881
1055,2018-06-06,MSFT,2122835,4728497,0.4489449819
1056,2018-06-05,MSFT,2916889,6733600,0.4331841808
1057,2018-06-04,MSFT,3309099,9467311,0.3495289211
1058,2018-06-01,MSFT,2637843,7231506,0.3647709066
1059,2018-05-31,MSFT,2230018,5265167,0.4235417414
1060,2018-05-30,MSFT,2259863,6850325,0.3298913555
1061,2018-05-29,MSFT,2698241,6263433,0.4307926659
1062,2018-05-25,MSFT,1564274,4574023,0.341990847
1063,2018-05-24,MSFT,2838902,5917043,0.4797839056
1064,2018-05-23,MSFT,1864272,4224354,0.4413152875
1065,2018-05-22,MSFT,1538970,3752289,0.4101416495
1066,2018-05-21,MSFT,1803841,4476896,0.4029222479
1067,2018-05-18,MSFT,926666,3452270,0.2684222265
1068,2018-05-17,MSFT,1883831,4686260,0.4019902865
1069,2018-05-16,MSFT,1611836,4837084,0.333224728
1070,2018-05-15,MSFT,2367121,5385947,0.4394994975
1071,2018-05-14,MSFT,2874230,5747565,0.5000778591
1072,2018-05-11,MSFT,1821419,4179376,0.4358112312
1073,2018-05-10,MSFT,2432160,5329548,0.4563538972
1074,2018-05-09,MSFT,2283992,6121090,0.3731348502
1075,2018-05-08,MSFT,1984460,5080810,0.3905794549
1076,2018-05-07,MSFT,3645264,7733724,0.4713465337
1077,2018-05-04,MSFT,2349678,5308454,0.442629436
1078,2018-05-03,MSFT,2818243,6480865,0.4348559953
1079,2018-05-02,MSFT,3170128,6932807,0.4572647125
1080,2018-05-01,MSFT,4846353,8993631,0.5388650035
1081,2018-04-30,MSFT,3658300,8992524,0.406815706
1082,2018-04-27,MSFT,4891172,14392524,0.3398411564
1083,2018-04-26,MSFT,4619523,9962320,0.4636995198
1084,2018-04-25,MSFT,3427375,8305681,0.4126543025
1085,2018-04-24,MSFT,3273163,8050601,0.4065737452
1086,2018-04-23,MSFT,1765039,5241323,0.3367544797
1087,2018-04-20,MSFT,2143818,7179686,0.2985949525
1088,2018-04-19,MSFT,2030147,6008636,0.3378715236
1089,2018-04-18,MSFT,1873737,5906559,0.3172298795
1090,2018-04-17,MSFT,2314636,8014504,0.2888058949
1091,2018-04-16,MSFT,1633203,5044632,0.323750672
1092,2018-04-13,MSFT,1648508,4715641,0.3495830153
1093,2018-04-12,MSFT,1882727,5998833,0.3138488769
1094,2018-04-11,MSFT,1840757,5813681,0.3166250436
1095,2018-04-10,MSFT,1512299,5983314,0.2527527387
1096,2018-04-09,MSFT,2576388,7023347,0.3668319392
1097,2018-04-06,MSFT,3482654,6911327,0.5039052558
1098,2018-04-05,MSFT,2878199,7490792,0.3842316006
1099,2018-04-04,MSFT,3549933,8767304,0.4049058867
1100,2018-04-03,MSFT,3541682,8909454,0.3975195337
1101,2018-04-02,MSFT,5569658,10801221,0.5156507769
1102,2018-03-29,MSFT,4661531,11371544,0.4099294696
1103,2018-03-28,MSFT,4304247,12765097,0.3371887421
1104,2018-03-27,MSFT,4497886,14409703,0.3121428665
1105,2018-03-26,MSFT,6854434,15051673,0.4553934968
1106,2018-03-23,MSFT,3299530,8932409,0.3693885938
1107,2018-03-22,MSFT,2458510,9804648,0.2507494405
1108,2018-03-21,MSFT,2016931,5437932,0.3709003717
1109,2018-03-20,MSFT,1237003,5686362,0.2175385598
1110,2018-03-19,MSFT,2372000,6386304,0.3714198385
1111,2018-03-16,MSFT,2862324,8569161,0.3340261666
1112,2018-03-15,MSFT,2869657,8401058,0.3415828102
1113,2018-03-14,MSFT,2420130,6876271,0.3519538424
1114,2018-03-13,MSFT,2746415,9175277,0.2993277478
1115,2018-03-12,MSFT,3223517,8317196,0.3875725665
1116,2018-03-09,MSFT,2222270,9239146,0.2405276418
1117,2018-03-08,MSFT,2756890,6545143,0.4212115763
1118,2018-03-07,MSFT,2074000,6643432,0.3121880377
1119,2018-03-06,MSFT,1790998,4679227,0.3827551004
1120,2018-03-05,MSFT,2398631,5265217,0.4555616606
1121,2018-03-02,MSFT,2537778,7049958,0.3599706551
1122,2018-03-01,MSFT,2899578,7495854,0.3868242364
1123,2018-02-28,MSFT,2204795,5454505,0.4042154146
1124,2018-02-27,MSFT,1636166,5222322,0.3133023969
1125,2018-02-26,MSFT,1509539,8277091,0.1823755472
1126,2018-02-23,MSFT,1574553,6391243,0.2463609974
1127,2018-02-22,MSFT,1409168,5022064,0.2805953887
1128,2018-02-21,MSFT,1387736,6081102,0.2282046905
1129,2018-02-20,MSFT,1242093,5508849,0.2254723264
1130,2018-02-16,MSFT,1431111,7554750,0.1894319468
1131,2018-02-15,MSFT,1858669,7184036,0.2587221166
1132,2018-02-14,MSFT,2188066,8390391,0.260782364
1133,2018-02-13,MSFT,1943165,5503453,0.3530810566
1134,2018-02-12,MSFT,2268380,7109341,0.3190703611
1135,2018-02-09,MSFT,4465276,14324424,0.311724646
1136,2018-02-08,MSFT,2773749,10589979,0.2619220491
1137,2018-02-07,MSFT,2324831,10197047,0.2279906134
1138,2018-02-06,MSFT,5042937,14894003,0.3385884238
1139,2018-02-05,MSFT,3245877,12182124,0.2664459006
1140,2018-02-02,MSFT,2076446,13795017,0.1505214528
1141,2018-02-01,MSFT,4258390,16043349,0.2654302415
1142,2018-01-31,MSFT,4771825,14531380,0.3283807181
1143,2018-01-30,MSFT,2218145,8951097,0.2478070565
1144,2018-01-29,MSFT,2517747,7763848,0.3242911247
1145,2018-01-26,MSFT,1976581,6624927,0.2983551366
1146,2018-01-25,MSFT,1393646,7141732,0.1951411786
1147,2018-01-24,MSFT,1694641,8206058,0.2065109703
1148,2018-01-23,MSFT,1697246,6408420,0.2648462492
1149,2018-01-22,MSFT,1558769,5839701,0.2669261663
1150,2018-01-19,MSFT,876903,5776493,0.1518054293
1151,2018-01-18,MSFT,1060100,7057088,0.1502177669
1152,2018-01-17,MSFT,1566207,6766826,0.2314537126
1153,2018-01-16,MSFT,1962890,8708106,0.2254095207
1154,2018-01-12,MSFT,1725214,6476751,0.2663702835
1155,2018-01-11,MSFT,1569944,5015699,0.3130060237
1156,2018-01-10,MSFT,1313801,5086679,0.2582826634
1157,2018-01-09,MSFT,1574030,5282363,0.2979783858
1158,2018-01-08,MSFT,1158094,5115387,0.2263942103
1159,2018-01-05,MSFT,1735374,6164027,0.2815325111
1160,2018-01-04,MSFT,1623188,7141622,0.2272856222
1161,2018-01-03,MSFT,952371,8410491,0.1132360762
1162,2018-01-02,MSFT,1614134,7440456,0.2169401983
1163,2017-12-29,MSFT,1328974,3627500,0.3663608546
1164,2017-12-28,MSFT,811539,3189080,0.2544743312
1165,2017-12-27,MSFT,1133635,3608580,0.3141498872
1166,2017-12-26,MSFT,722216,3351335,0.2155009869
1167,2017-12-22,MSFT,1271354,4122233,0.3084139106
1168,2017-12-21,MSFT,1215326,4631530,0.2624027049
1169,2017-12-20,MSFT,905729,6019230,0.1504725688
1170,2017-12-19,MSFT,654518,6801696,0.0962286465
1171,2017-12-18,MSFT,1325426,6243765,0.2122799305
1172,2017-12-15,MSFT,2623794,9190687,0.2854839905
1173,2017-12-14,MSFT,1076178,4336104,0.2481900803
1174,2017-12-13,MSFT,1240628,5403566,0.2295943086
1175,2017-12-12,MSFT,1594045,6270038,0.2542321115
1176,2017-12-11,MSFT,1323642,5062079,0.2614818931
1177,2017-12-08,MSFT,2352809,8042679,0.2925404582
1178,2017-12-07,MSFT,807363,6155953,0.1311515861
1179,2017-12-06,MSFT,1248352,5871199,0.2126230094
1180,2017-12-05,MSFT,1122719,6703778,0.1674755638
1181,2017-12-04,MSFT,1629094,9858968,0.1652398101
1182,2017-12-01,MSFT,1400913,5145153,0.2722782005
1183,2017-11-30,MSFT,1409248,5611315,0.2511439832
1184,2017-11-29,MSFT,1576880,6089453,0.2589526514
1185,2017-11-28,MSFT,1524884,6665150,0.2287846485
1186,2017-11-27,MSFT,1216216,5563347,0.218612285
1187,2017-11-24,MSFT,616147,2103142,0.2929650019
1188,2017-11-22,MSFT,1495925,4481459,0.3338031208
1189,2017-11-21,MSFT,1189592,6549275,0.1816372041
1190,2017-11-20,MSFT,1013388,4644697,0.2181817242
1191,2017-11-17,MSFT,1140567,5391174,0.2115618973
1192,2017-11-16,MSFT,1599460,5411351,0.2955749867
1193,2017-11-15,MSFT,1178317,4871952,0.2418572679
1194,2017-11-14,MSFT,1193547,4619826,0.2583532367
1195,2017-11-13,MSFT,855571,3094462,0.2764845715
1196,2017-11-10,MSFT,1084806,5506492,0.1970049171
1197,2017-11-09,MSFT,1546703,5478048,0.2823456457
1198,2017-11-08,MSFT,1345062,4175197,0.3221553378
1199,2017-11-07,MSFT,1558136,4203132,0.3707083194
1200,2017-11-06,MSFT,2071344,3972311,0.5214455766
1201,2017-11-03,MSFT,2254806,4736797,0.4760191328
1202,2017-11-02,MSFT,3061834,6211967,0.4928928309
1203,2017-11-01,MSFT,2127978,6372293,0.3339422716
1204,2017-10-31,MSFT,2692197,6885901,0.3909723651
1205,2017-10-30,MSFT,3580573,7315108,0.489476437
1206,2017-10-27,MSFT,9571325,21795063,0.4391510591
1207,2017-10-26,MSFT,2596381,8889087,0.2920863526
1208,2017-10-25,MSFT,2023327,5010356,0.4038289894
1209,2017-10-24,MSFT,1867277,4947126,0.3774468247
1210,2017-10-23,MSFT,2641004,6187284,0.42684383
1211,2017-10-20,MSFT,2282090,5645884,0.4042041955
1212,2017-10-19,MSFT,1258029,3664115,0.34333775
1213,2017-10-18,MSFT,1574819,3892570,0.4045705023
1214,2017-10-17,MSFT,2298952,4718914,0.487178194
1215,2017-10-16,MSFT,1478280,3389864,0.4360882914
1216,2017-10-13,MSFT,1633432,3600388,0.4536822143
1217,2017-10-12,MSFT,2289946,4977999,0.4600133507
1218,2017-10-11,MSFT,1628787,3381904,0.4816183428
1219,2017-10-10,MSFT,1600878,3780721,0.4234319327
1220,2017-10-09,MSFT,1515597,3645639,0.4157287652
1221,2017-10-06,MSFT,1310828,3642307,0.3598894876
1222,2017-10-05,MSFT,2650075,6621321,0.4002335788
1223,2017-10-04,MSFT,1916863,3879699,0.4940751847
1224,2017-10-03,MSFT,1335139,4054643,0.3292864501
1225,2017-10-02,MSFT,1482731,3774074,0.3928727948
1226,2017-09-29,MSFT,1432600,3671959,0.3901459684
1227,2017-09-28,MSFT,1093256,2575415,0.4244970228
1228,2017-09-27,MSFT,1966271,4698374,0.4185003152
1229,2017-09-26,MSFT,1793447,4160294,0.4310866011
1230,2017-09-25,MSFT,2392836,5659932,0.4227676234
1231,2017-09-22,MSFT,1243655,3207458,0.3877385144
1232,2017-09-21,MSFT,1300369,3663806,0.3549229954
1233,2017-09-20,MSFT,2027527,5334242,0.3800965535
1234,2017-09-19,MSFT,1552930,4606815,0.3370940661
1235,2017-09-18,MSFT,2375092,5068497,0.4685988766
1236,2017-09-15,MSFT,2352574,5932309,0.3965696999
1237,2017-09-14,MSFT,1356992,3568747,0.3802432619
1238,2017-09-13,MSFT,1728041,3571237,0.4838774352
1239,2017-09-12,MSFT,1638215,3644578,0.4494937411
1240,2017-09-11,MSFT,1498545,4627870,0.3238087932
1241,2017-09-08,MSFT,1894376,3517636,0.5385366763
1242,2017-09-07,MSFT,2649172,5023922,0.5273115307
1243,2017-09-06,MSFT,1636906,3626129,0.451419682
1244,2017-09-05,MSFT,2189899,5530515,0.3959665601
1245,2017-09-01,MSFT,2543297,5866818,0.4335053516
1246,2017-08-31,MSFT,3041085,6409178,0.4744890842
1247,2017-08-30,MSFT,1995600,4106390,0.4859742986
1248,2017-08-29,MSFT,1334150,2603497,0.5124453764
1249,2017-08-28,MSFT,994507,3175827,0.3131489845
1250,2017-08-25,MSFT,1386520,2963016,0.4679421238
1251,2017-08-24,MSFT,1570945,3351520,0.4687261302
1252,2017-08-23,MSFT,1293207,3103271,0.4167238375
1253,2017-08-22,MSFT,1518586,4064961,0.3735794759
1254,2017-08-21,MSFT,1490562,4114557,0.3622654881
1255,2017-08-18,MSFT,1799111,3702263,0.4859489993
1256,2017-08-17,MSFT,2459726,5225968,0.4706737584
1257,2017-08-16,MSFT,2110318,4472292,0.4718649856
1258,2017-08-15,MSFT,1861295,3924750,0.4742454933
1259,2017-08-14,MSFT,2552669,5149339,0.4957275099
1260,2017-08-11,MSFT,2593490,5482801,0.4730228217
1261,2017-08-10,MSFT,2224653,4581214,0.4856033794
1262,2017-08-09,MSFT,2025253,5633691,0.3594895425
1263,2017-08-08,MSFT,2350876,4805867,0.4891679275
1264,2017-08-07,MSFT,2056361,5238778,0.392526845
1265,2017-08-04,MSFT,2140874,5901017,0.3627974636
1266,2017-08-03,MSFT,1469120,4932698,0.2978329506
1267,2017-08-02,MSFT,3028762,8829855,0.3430137867
1268,2017-08-01,MSFT,1604544,6063489,0.2646238824
1269,2017-07-31,MSFT,2244773,5253157,0.4273188485
1270,2017-07-28,MSFT,1960107,4082576,0.4801152508
1271,2017-07-27,MSFT,3577682,8181256,0.437302292
1272,2017-07-26,MSFT,1948643,4725621,0.4123570214
1273,2017-07-25,MSFT,1704336,6229048,0.2736109916
1274,2017-07-24,MSFT,1779216,6234432,0.2853854208
1275,2017-07-21,MSFT,3655528,14196148,0.2575014011
1276,2017-07-20,MSFT,3319481,13033148,0.2546952586
1277,2017-07-19,MSFT,2868451,8228435,0.3486022555
1278,2017-07-18,MSFT,3748688,8258989,0.4538918747
1279,2017-07-17,MSFT,3360107,6949927,0.4834737113
1280,2017-07-14,MSFT,4302204,7996550,0.5380075157
1281,2017-07-13,MSFT,3237447,5831373,0.5551774856
1282,2017-07-12,MSFT,2201446,4469206,0.4925810088
1283,2017-07-11,MSFT,2159321,4825052,0.4475228453
1284,2017-07-10,MSFT,2073942,4245347,0.4885211974
1285,2017-07-07,MSFT,1990800,4237357,0.4698211645
1286,2017-07-06,MSFT,1774224,5489862,0.3231818942
1287,2017-07-05,MSFT,1688630,6075744,0.2779297482
1288,2017-07-03,MSFT,2352520,4609573,0.5103552976
1289,2017-06-30,MSFT,1995174,4834210,0.4127197619
1290,2017-06-29,MSFT,3457272,7550032,0.4579148804
1291,2017-06-28,MSFT,1833815,6649184,0.2757954961
1292,2017-06-27,MSFT,2911003,5620014,0.5179707737
1293,2017-06-26,MSFT,1903776,4792521,0.3972389479
1294,2017-06-23,MSFT,2954906,5729111,0.5157704223
1295,2017-06-22,MSFT,2421467,6911347,0.3503610801
1296,2017-06-21,MSFT,2051054,4390336,0.4671747219
1297,2017-06-20,MSFT,1878394,4666118,0.4025603296
1298,2017-06-19,MSFT,1997327,4912369,0.4065914022
1299,2017-06-16,MSFT,1768265,5537952,0.319299445
1300,2017-06-15,MSFT,1868896,6157688,0.3035061211
1301,2017-06-14,MSFT,2833741,6447559,0.4395060208
1302,2017-06-13,MSFT,3838379,6541005,0.5868179278
1303,2017-06-12,MSFT,3164380,12095998,0.2616055327
1304,2017-06-09,MSFT,3402063,11274848,0.3017391454
1305,2017-06-08,MSFT,2457946,5511154,0.4459947953
1306,2017-06-07,MSFT,3061260,6148890,0.4978557105
1307,2017-06-06,MSFT,4834138,11742026,0.4116953923
1308,2017-06-05,MSFT,5286102,11113383,0.4756519235
1309,2017-06-02,MSFT,5186655,12581390,0.4122481697
1310,2017-06-01,MSFT,2451749,6555066,0.3740235415
1311,2017-05-31,MSFT,3064152,6565074,0.4667353331
1312,2017-05-30,MSFT,2285040,4826646,0.4734219166
1313,2017-05-26,MSFT,2764016,6856941,0.4030975329
1314,2017-05-25,MSFT,1683079,6378137,0.2638825412
1315,2017-05-24,MSFT,987491,4309171,0.2291603188
1316,2017-05-23,MSFT,1412259,4725944,0.2988310907
1317,2017-05-22,MSFT,1253860,4156111,0.3016906911
1318,2017-05-19,MSFT,1574332,5463386,0.2881604924
1319,2017-05-18,MSFT,2254922,6600295,0.3416395782
1320,2017-05-17,MSFT,2936261,7373933,0.3981946947
1321,2017-05-16,MSFT,4332897,11387014,0.3805121343
1322,2017-05-15,MSFT,3894441,9841194,0.3957285061
1323,2017-05-12,MSFT,1524750,5139432,0.2966767534
1324,2017-05-11,MSFT,2572257,8331430,0.3087413565
1325,2017-05-10,MSFT,2434586,5530463,0.440213776
1326,2017-05-09,MSFT,2797528,6448884,0.4338003289
1327,2017-05-08,MSFT,2043306,4366145,0.4679885803
1328,2017-05-05,MSFT,1774681,5047815,0.3515740969
1329,2017-05-04,MSFT,1771098,4698673,0.3769357859
1330,2017-05-03,MSFT,2137135,6220427,0.3435672503
1331,2017-05-02,MSFT,2892499,6677347,0.4331808726
1332,2017-05-01,MSFT,5065259,9602184,0.527511137
1333,2017-04-28,MSFT,4867162,12320731,0.3950384113
1334,2017-04-27,MSFT,4337897,10534794,0.4117685642
1335,2017-04-26,MSFT,2818980,7110522,0.3964519061
1336,2017-04-25,MSFT,3419256,7718693,0.4429838057
1337,2017-04-24,MSFT,2598830,9113052,0.2851766894
1338,2017-04-21,MSFT,3277159,7551100,0.4339975633
1339,2017-04-20,MSFT,2050439,5820709,0.352266193
1340,2017-04-19,MSFT,2328560,5731970,0.4062407863
1341,2017-04-18,MSFT,1740308,4452785,0.3908358477
1342,2017-04-17,MSFT,1675426,4032770,0.4154529021
1343,2017-04-13,MSFT,2172104,4037491,0.5379836141
1344,2017-04-12,MSFT,1699932,4156781,0.4089539478
1345,2017-04-11,MSFT,2556621,4792244,0.5334914082
1346,2017-04-10,MSFT,2023970,5118818,0.3953979219
1347,2017-04-07,MSFT,1966030,3661848,0.5368955784
1348,2017-04-06,MSFT,2693652,4908403,0.5487837898
1349,2017-04-05,MSFT,2596581,5504488,0.4717207123
1350,2017-04-04,MSFT,2031269,3798998,0.5346854618
1351,2017-04-03,MSFT,2311105,5242701,0.4408233466
1352,2017-03-31,MSFT,3047774,5468222,0.5573610581
1353,2017-03-30,MSFT,2281358,4570761,0.4991199496
1354,2017-03-29,MSFT,1463981,3540432,0.4135034934
1355,2017-03-28,MSFT,2249332,5259357,0.4276819391
1356,2017-03-27,MSFT,1907641,4159154,0.4586608238
1357,2017-03-24,MSFT,2583300,5185822,0.4981466776
1358,2017-03-23,MSFT,2395135,4501763,0.5320437793
1359,2017-03-22,MSFT,2373513,4934213,0.4810317268
1360,2017-03-21,MSFT,2820544,5902267,0.4778746878
1361,2017-03-20,MSFT,1682762,3591345,0.4685603862
1362,2017-03-17,MSFT,5261092,9286419,0.5665361427
1363,2017-03-16,MSFT,4072934,7190895,0.5664015397
1364,2017-03-15,MSFT,2122493,5090474,0.4169539025
1365,2017-03-14,MSFT,1912839,4834249,0.3956848313
1366,2017-03-13,MSFT,3388754,5667239,0.5979550183
1367,2017-03-10,MSFT,2227849,5477701,0.4067124146
1368,2017-03-09,MSFT,2292574,5246012,0.4370127251
1369,2017-03-08,MSFT,2256605,4941357,0.456677184
1370,2017-03-07,MSFT,2931456,5428458,0.5400163361
1371,2017-03-06,MSFT,2231107,5893904,0.3785448491
1372,2017-03-03,MSFT,2545941,5396532,0.471773539
1373,2017-03-02,MSFT,6100451,9405456,0.6486076805
1374,2017-03-01,MSFT,2746524,6784778,0.4048067601
1375,2017-02-28,MSFT,2149999,6240478,0.3445247303
1376,2017-02-27,MSFT,2511116,5231123,0.4800338283
1377,2017-02-24,MSFT,2066847,5363166,0.3853781516
1378,2017-02-23,MSFT,2066453,5542416,0.3728433593
