,Date,Ticker,Client,Amount,Issue,Specific_Issue
1005,2013-01-22,MSFT,MICROSOFT CORPORATION,2430000.0,"Science/Technology 
 Computer Industry 
 Education 
 Immigration 
 Consumer Issues/Safety/Products 
 Copyright/Patent/Trademark 
 Taxation/Internal Revenue Code 
 Trade (domestic/foreign) 
 Environment/Superfund 
 Telecommunications","Innovation and competitiveness; science development; technical computing; basic research priorities.
Science, Technology, Engineering, and Mathematics (STEM) issues. 
 Protection of critical infrastructure and cyber security.
Licensing, competition, trade, and government procurement in the software industry.
Health IT procurement; Health reform & related health IT issues; HHS rulemaking proceedings related to Recovery Act
implementation. Private sector preparedness; cyber research and development.
Standards and interoperability.
Competition in the online advertising and software markets.
Competitiveness and the high-tech sector.
Policy issues in cloud computing.
Electronic Communications Privacy Act (ECPA).
America's Healthy Future Act.
Open government, government modernization and technology choice. 
Supply chain security efforts within the US goverment.
Department of Commerce cyber security Green Paper.
Cyber security policies and legislation.
Information sharing intiative regarding cyber security threats.
H.R. 4297, Workforce Investment Improvement Act.
S. 3569, Cloud Computing Act of 2012.
Government procurement regarding IT.
S. 3254, National Defense Authorization Act of 2013. 
 Promoting excellence in technology, education, standards, and science.
Promoting excellence in education through K-12 reforms.
S. 1675, A Bill to Improve Student Achievement in STEM. 
 H-1B visas, J visas, L-1 visas, and employment based visas, including the visa bulletin issues.
H.R. 3012, Fairness for High Skilled Immigrants Act.
S. 1857, Fairness for High Skilled Immigrants Act.
S. 3192, Sustaining our Most Advanced Researchers and Technology (SMART) Jobs Act. S. 3217, H.R. 5893, Startup Act 2.0.
S. 3185, Securing the Talent America Requires for the 21st Century (STAR) Act.
H.R. 6429, STEM Jobs Act of 2012. 
 Child online safety and gaming safety issues related to parental controls and family settings in MSN and Xbox 360.
Online privacy issues.
Notice of proposed rulemaking on Test Procedures for Battery Chargers and External Power Supplies (Docket No. EERE-2008-BT-TP-0004). Issues related to online advertising.
Issues related to the FTC Privacy Report.
Issues related to the Administration's position on privacy - the ""White Paper"".
Issues related to ""Do-Not-Track"" protections.
Human trafficking.
S. 799, Commercial Privacy Bill of Rights Act of 2011.
H.R. 611, Best Practices Act.
Issues related to privacy and mobile devices, including the NTIA stakeholders process on mobile application transparency.
S. 913, Do-Not-Track Online Act of 2011.
S. 1151, Personal Data Privacy and Security Act of 2011.
S. 1207, Data Security and Breach Notification Act of 2011.
SAFE Data Act.
S. 1223, Location Privacy Protection Act.
Issues related to the FTC review of COPPA.
H.R. 6671, Video Privacy Protection Act Amendments Act of 2012. 
 Implementation of the America Invents Act. 
Orphan Works legislation and related policy developments, including online distribution of books.
Online enforcement of copyright, including ""rogue"" sites.
S. 968, Preventing Real Online Threats to Economic Creativity and Theft of Intellectual Property Act of 2011. H.R. 3261, Stop Online Piracy Act of 2011.
S. 968, Preventing Real Online Threats to Economic Creativity and Theft of Intellectual Property Act of 2011.
S. 2029 and H.R. 3782, Online Protection and Enforcement of Digital Trade Act (OPEN Act).
Anti-counterfeiting Trade Agreement.
Software piracy, counterfeiting, and protection of intellectual property rights.
Appropriations related to intellectual property rights enforcement.
Implementation of PRO-IP Act (Public Law 110-403).
U.S. Patent and Trademark Office funding issues.
Standards essential patents.
Patent-related matters before the International Trade Commission.
Software patents and related policy.
H.R. 6245, Saving High-Tech Innovators from Egregious Legal Disputes Act of 2012. 
 H.R. 1439, Business Activity Tax Simplification Act of 2011.
International tax reform proposals.
Foreign bank and financial account reporting.
Transfer pricing, treaty, foreign tax credit, international tax, and foreign tax issues. S. 1577, Greater Research Opportunities With Tax Help Act of 2011.
S. 2091, United States Job Creation and International Tax Reform Act of 2012.
H.R. 1864, Mobile Workforce State Income Tax Simplification Act of 2012.
S. 3521, Family and Business Tax Cut Certainty Act of 2012.
H.R. 8, The American Taxpayer Relief Act of 2012. 
 Implementation of Free Trade Agreements (US-Korea, US-Panama, and US-Colombia) and the inclusion of provisions of interest to the high tech industry, including IPR as well as competition and market access issues.
Software piracy, competition, procurement, Internet/human rights, and market access and indigenous innovation policy issues in China. Interoperability, innovation, and competitiveness.
Interpretation and application of the WTO Agreement on Trade-Related Aspects of Intellectual Property.
European Commission investigation of competition in the software industry.
Trade in services in bilateral and regional agreements.
Anti-Counterfeiting Trade Agreement.
Emerging threats to IP rights outside the United States.
Asia-Pacific Economic Cooperation (APEC).
Russia PNTR.
Reform of Section 337. 
 Energy efficiency. 
 Broadband/Spectrum.
VOIP/IP Services.
TV White Spaces.
Accessibility. IP  Video Services.
World Conference on Information Technology."
1006,2013-01-22,MSFT,MICROSOFT CORPORATION,60000.0,Taxation/Internal Revenue Code,"R&D tax credit (H.R. 422, H.R. 783, S. 37); cost-sharing regulations; and other international tax provisions"
1007,2013-01-22,MSFT,MICROSOFT CORPORATION,60000.0,"Science/Technology 
 Computer Industry 
 Copyright/Patent/Trademark 
 Taxation/Internal Revenue Code 
 Consumer Issues/Safety/Products","Innovation and competitiveness; basic research priorities; science development; technical computing. Science, Technology, Engineering and Mathematics (STEM) issues. 
 Protection of critical infrastructure and cyber security; Licensing, competition, and government procurement in the software industry; Private sector preparedness; cyber research and development; Standards and interoperability; Competition in the online advertising and software markets; Competitiveness and the high-tech sector; Unfair competition issues; Policy issues in cloud computing; Cyber security policies and legislation; Information sharing initiative regarding cyber security threats. 
 Software piracy, counterfeiting, and protection of intellectual property rights. Unfair competition issues. Standards essential patents. Software patents and related policy. 
 H.R. 1439, Business Activity Tax Simplification Act of 2011. 
International tax reform proposals. 
Transfer pricing, treaty, foreign tax credit, international tax, and foreign tax issue. 
 Online privacy issues.
Issues related to online advertising."
1008,2013-01-22,MSFT,MICROSOFT CORP,100000.0,"Science/Technology 
 Homeland Security 
 Computer Industry 
 Labor Issues/Antitrust/Workplace 
 Immigration 
 Energy/Nuclear 
 Foreign Relations 
 Health Issues 
 Trade (domestic/foreign) 
 Taxation/Internal Revenue Code 
 Telecommunications 
 Communications/Broadcasting/Radio/TV 
 Advertising","Internet competition; internet privacy; antitrust; cyber security research and development; STEM education 
 Cyber security; state fusion centers; voluntary private sector preparedness standards;  S. 413, The Protecting Cyberspace as a National Asset Act of 2011; S. 21; S. 8; S. 375; S. 2151, S. 2105, H.R.4263, H.R.3674, H.R.3523 
 Internet competition; internet advertising; internet privacy; antitrust, cybersecurity, open source; S. 413, The Protecting Cyberspace as a National Asset Act of 2011, S. 413, The Protecting Cyberspace as a National Asset Act of 2011; S. 21; S. 8; S. 375; critical infrastructure protection; supply chain; S. 2151, S. 2105, H.R.4263, H.R.3674, H.R.3523; mobile applications; Do Not Track; online children's privacy 
 Internet competition; internet advertising; antitrust; STEM; High-skilled immigration 
 Immigration reform; visa policy; immigration services; Startup Visa Act; green cards; STEM related issues; high skilled immigration ; STEM Jobs Act (H.R.6429); The Fairness for High-Skilled Immigrants Act (H.R.3012) 
 S. 398, S. 963, energy efficency. 
 Issues relating to technology use in other countries. 
 Health IT and issues related to proprietary software. 
 Intellectual property protection, including the impact of IP theft on competition; issues related to Trade in Services; general market access issues; issues related to patents; issues related to customs reauthorization; and issues related to Russia PNTR- S. 3406, H.R. 6149. 
 Issues related to international tax and deferral. 
 Issues related to broadband funding; issues relating to white spaces; spectrum 
 Internet competition; internet advertising; internet privacy; antitrust; Do Not Track; mobile applications 
 Internet competition; internet advertising; internet privacy; antitrust; mobile applications; Do Not Track"
1009,2013-01-22,MSFT,MICROSOFT CORPORATION,10000.0,Education,Issues related to STEM Education.
1010,2013-01-21,MSFT,MICROSOFT CORPORATION,20000.0,"Immigration 
 Copyright/Patent/Trademark 
 Homeland Security 
 Science/Technology","Employment-based Green Cards; H-1b visas; L-1 visas; TN visas; HR 3012; S 1857; STEM Visa Legislation; Comprehensive Immigration Reform, National Talent Strategy 
 ITC issues; piracy 
 Cybersecurity; 
 Online privacy; piracy"
1011,2013-01-20,MSFT,MICROSOFT,60000.0,"Telecommunications 
 Labor Issues/Antitrust/Workplace","Online privacy, competition and cybersecurity 
 Antitrust issues, generally."
1012,2013-01-20,MSFT,MICROSOFT CORPORATION,80000.0,"Computer Industry 
 Immigration 
 Labor Issues/Antitrust/Workplace","Issues related to the Computer Industry. 
 STEM visa reform. 
 General antitrust/competitive issues, intellectual property."
1013,2013-01-19,MSFT,MICROSOFT CORPORATION,22500.0,"Science/Technology 
 Homeland Security 
 Computer Industry 
 Copyright/Patent/Trademark 
 Taxation/Internal Revenue Code","Science, Technology, Engineering and Mathematics (STEM) issues. 
 Monitor issues related to Cyber Security. 
 Issues related to online privacy, cybersecurity, cloud computing and protection of intellectual property rights.  Issues related to H.R. 3605, the Global Online Freedom Act of 2011. 
 Softward piracy, counterfeiting, and protection of intellectual property (IP) rights 
 Issues related to tax extenders, tax reform, and general corporate and international tax issues."
1014,2013-01-18,MSFT,MICROSOFT CORP,20000.0,Taxation/Internal Revenue Code,"H.R. 1834, Freedom to Invest Act of 2011, to allow a temporary dividends received reduction for 2011 and 2012, supported.
Proposals to the corporate tax code regarding the international transfer of intangible assets by United States multinational corporations."
1015,2013-01-18,MSFT,MICROSOFT CORPORATION,60000.0,Taxation/Internal Revenue Code,"Tax issues of interest to the U.S. computer software industry, including the R&D tax credit; international tax reform, corporate tax reform, state income tax simplification, and repatriation.
H.R. 942 - American Research and Competitiveness Act of 2011
H.R. 1834 - Freedom to Invest Act of 2011 S. 1577 - The Greater Research Opportunities with Tax Help Act of 2011
S. 1671: Foreign Earnings Reinvestment Act
H.R. 1864: Mobile Workforce State Income Tax Simplification Act of 2012"
1016,2013-01-18,MSFT,MICROSOFT,20000.0,Taxation/Internal Revenue Code,"R&D Tax Credit, International Tax, Business Alternative Tax Simplification, H.R.1834 : Freedom to Invest Act of 2011, S.1837 : Rebuilding America Act and  S.1671 : Foreign Earnings Reinvestment Act Financial Reform Legislation, Say on Pay,"
1017,2013-01-17,MSFT,MICROSOFT CORP.,20000.0,"Taxation/Internal Revenue Code 
 Immigration","HR 942 The American Research and Competitive Act of 2011, all aspects of the Act
HR 1834, the Freedom to Invest Act of 2011, all aspects of the Act
Comprehensive tax reform generally 
 Expanded high skilled immigration generally"
1018,2013-01-17,MSFT,MICROSOFT CORPORATION,60000.0,Taxation/Internal Revenue Code,General corp. and intl tax issues; HR 942 (Brady); HR 62 (Doggett); the Presidents Fiscal Year 2013 Budget Proposal; S 1577 (Baucus); S 2091 (Enzi).
1019,2013-01-17,MSFT,MICROSOFT CORP,20000.0,"Trade (domestic/foreign) 
 Government Issues","International trade issues. 
 Procurement legislation."
1020,2013-01-17,MSFT,MICROSOFT CORPORATION,30000.0,"Telecommunications 
 Budget/Appropriations","Online advertising - net neutrality, privacy
Software Piracy/Unfair Competition
Cybersecurity 
 Information technology spending / cloud computing"
1021,2013-01-17,MSFT,MICROSOFT CORPORATION,0.0,,
1022,2013-01-15,MSFT,MICROSOFT CORPORATION,50000.0,"Immigration 
 Science/Technology 
 Telecommunications 
 Copyright/Patent/Trademark","immigration issues 
 science and technology issues
cloud computing 
 telecommuications reform; online advertising; white spaces; online competitiveness, privacy 
 patent legislation"
1023,2013-01-14,MSFT,MICROSOFT CORPORATION,30000.0,"Computer Industry 
 Taxation/Internal Revenue Code 
 Immigration","Competition in the online advertising and software markets, privacy issues, cloud computing, China, cyber security, online competition, spy-fi, net neutrality, do not track, spectrum, rogue websites, private right of action, unfair competition, open source, national talent strategy, STEM 
 tax extenders, tax reform, deferral 
 Comprehensive Immigration Reform"
1024,2013-01-14,MSFT,MICROSOFT CORPORATION,30000.0,"Computer Industry 
 Immigration","Competition in the online advertising and software markets, privacy issues, cloud computing, China, cyber security, online competition, spy-fi, net neutrality, do not track, spectrum, rogue websites, private right of action, unfair competition, open source, national talent strategy, STEM 
 Comprehensive Immigration Reform"
