,Date,Ticker,Client,Amount,Issue,Specific_Issue
949,2013-10-14,MSFT,MICROSOFT CORP.,27000.0,"Immigration 
 Taxation/Internal Revenue Code 
 Government Issues","Comprehensive immigration reform, specifically related to high tech immigration and H1B visas 
 Comprehensive tax reform, specifically related to tax treatment of earnings of U.S. based multi-national companies. 
 Federal contract & acquisition reform legislation"
950,2013-10-11,MSFT,MICROSOFT CORPORATION,60000.0,"Immigration 
 Taxation/Internal Revenue Code","Immigration Reform.
S. 169: I-Squared Act of 2013.
S. 744: Border Security, Economic Opportunity, and Immigration Modernization Act. 
 Tax issues of interest to the U.S. computer software industry, including the R&D tax credit; international tax reform, corporate tax reform, and state income tax simplification."
951,2013-10-11,MSFT,MICROSOFT CORPORATION,50000.0,"Copyright/Patent/Trademark 
 Immigration 
 Science/Technology 
 Telecommunications","patent legislation, protection of intellectual property 
 immigration issues, STEM funding, high-skilled visas 
 science and technology issues
cloud computing
developing the STEM workforce 
 telecommunications reform; online advertising; white spaces; online competitiveness, privacy"
952,2013-10-09,MSFT,MICROSOFT CORPORATION,50000.0,"Telecommunications 
 Taxation/Internal Revenue Code 
 Immigration","Online advertising - net neutrality, privacy
Software Piracy/Unfair Competition
Cybersecurity 
 Comprehensive tax reform. 
 General representation."
953,2013-10-08,MSFT,MICROSOFT CORPORATION,30000.0,"Computer Industry 
 Taxation/Internal Revenue Code 
 Copyright/Patent/Trademark 
 Small Business 
 Immigration","FITARA, Online Competition, Online Advertising, Privacy Issues, Cloud, Computing, China, Cyber Security, SPY-FI, Do Not Track, Spectrum, Rogue Websites, Unfair Competition, Open Source, STEM 
 Corporate Tax Reform, Bonus Deprecitation 
 Copyright, patent, Customs 
 FITARA 
 Comprehensive Immigration Reform, Skills Act, High Skilled Visas, STEM Fund"
954,2013-08-17,MSFT,MICROSOFT CORPORATION,20000.0,"Immigration 
 Copyright/Patent/Trademark 
 Homeland Security 
 Science/Technology","Employment-based Green Cards; H-1b visas; L-1 visas; TN visas; HR 3012; S 1857; STEM Visa Legislation; Comprehensive Immigration Reform, National Talent Strategy 
 ITC issues; piracy 
 Cybersecurity; 
 Online privacy; piracy"
955,2013-07-23,MSFT,MICROSOFT CORPORATION,60000.0,"Immigration 
 Telecommunications","Issues related to higth-skilled immigration provisions (S.744) and I squared
S.169, Immigration Innovation Act of 2013 
 Issues related to online consumer privacy
Issues related to cybersecurity
Issues related to open source and technology competition issues
Isssues related to patent reform"
956,2013-07-22,MSFT,MICROSOFT CORPORATION,30000.0,"Immigration 
 Trade (domestic/foreign) 
 Copyright/Patent/Trademark 
 Computer Industry 
 Taxation/Internal Revenue Code 
 Telecommunications","H1-B Visas.
Issues relating to high-skilled immigration.
H.R. 2131: SKILLS Visa Act. 
 Software piracy in China. 
 Software piracy, counterfeiting, and protection of intellectual property rights.
Issues relating to patents that are essential to standards.
Oversight of implementation of the America Invents Act. 
 Competitiveness in the online advertising and software markets.
Competitiveness and the high tech sector.
Issues relating to the Electronic Communications Privacy Act (ECPA).
Cloud Computing Issues.STEM Education Legislation.
Issues relating to data breach legislation. 
 Issues relating to corporate tax reform.
Taxation of digital goods. 
 Issues relating to the Communications Assistance to Law Enforcement Act (CALEA).
Cybersecurity legislation.
Privacy oversight issues."
957,2013-07-22,MSFT,MICROSOFT CORPORATION,2960000.0,"Science/Technology 
 Computer Industry 
 Education 
 Immigration 
 Consumer Issues/Safety/Products 
 Copyright/Patent/Trademark 
 Taxation/Internal Revenue Code 
 Trade (domestic/foreign) 
 Environment/Superfund 
 Telecommunications","Innovation and competitiveness; science development; technical computing; basic research priorities.
Science, Technology, Engineering, and Mathematics (STEM) issues. 
 Protection of critical infrastructure and cyber security.
Licensing, competition, trade, and government procurement in the software industry.
Health IT procurement; Health reform & related health IT issues; HHS rulemaking proceedings related to Recovery Act
implementation.Private sector preparedness; cyber research and development.
Standards and interoperability.
Competition in the online advertising and software markets.
Competitiveness and the high-tech sector.
Policy issues in cloud computing.
Electronic Communications Privacy Act (ECPA) reform.
America's Healthy Future Act.
Open government, government modernization and technology choice. 
Supply chain security efforts within the US goverment.
Cyber security policies and legislation.
Information sharing intiative regarding cyber security threats.
Government procurement regarding IT.
H.R. 624, The Cyber Intelligence Sharing and Protection Act (CISPA).
Federal IT Acquisition Reform Act (FITARA).
H.R. 1960, National Defense Authorization Act of 2014.
Data breach notification.
Transparency of the FISA.
Commerce, Justice, and Science Appropriations. 
 Promoting excellence in technology, education, standards, and science.
Promoting excellence in education through K-12 reforms.
S. 169, Immigration Innovation Act of 2013.
Student Privacy Issues 
 H-1B visas, J visas, L-1 visas, and employment based visas, including the visa bulletin issues.
S. 169, Immigration Innovation Act of 2013.
H.R. 714, Startup Act 3.0.
S. 744, Border Security, Economic Opportunity, and Immigration Modernization Act.H.R. 2131, SKILLS Visa Act. 
 Child online safety and gaming safety issues related to parental controls and family settings in MSN and Xbox 360.
Online privacy issues.
Notice of proposed rulemaking on Test Procedures for Battery Chargers and External Power Supplies (Docket No. EERE-2008-BT-TP-0004).Issues related to online advertising.
Issues related to the FTC Privacy Report.
Issues related to the Administration's position on privacy.
Issues related to ""Do-Not-Track"" protections.
Do-Not-Track Online Act of 2013.
Human trafficking.
Issues related to privacy and mobile devices, including the NTIA stakeholders process on mobile application transparency.
SAFE Data Act.
Issues related to privacy and education.
Issues related to COPPA.
Health Privacy Issues. 
 Implementation of the America Invents Act. 
Orphan Works legislation and related policy developments.
Online copyright enforcement.
Software piracy, counterfeiting, and protection of intellectual property rights.Appropriations related to intellectual property rights enforcement.
U.S. Patent and Trademark Office funding issues.
Standards essential patents.
Patent-related matters before the International Trade Commission.
Software patents and related policy.
H.R. 845, Saving High-Tech Innovators from Egregious Legal Disputes Act of 2013. 
 R&D Tax Credit.
International tax reform proposals.
Transfer pricing, treaty, foreign tax credit, international tax, and foreign tax issues.
Business Activity Tax Simplification.H.R. 1129, Mobile Workforce State Income Tax Simplification Act.
S. 743, Marketplace Fairness Act of 2013.
Digital Goods Legislation. 
 Implementation of Free Trade Agreements (US-Korea, US-Panama, and US-Colombia) and the inclusion of provisions of interest to the high tech industry, including IPR as well as competition and market access issues.
Software piracy, competition, procurement, Internet/human rights, and market access and indigenous innovation policy issues in China.Interoperability, innovation, and competitiveness.
Interpretation and application of the WTO Agreement on Trade-Related Aspects of Intellectual Property.
European Commission investigation of competition in the software industry.
Trade in services in bilateral and regional agreements, including the WTO Agreements.
Emerging threats to IP rights outside the United States.
Asia-Pacific Economic Cooperation (APEC).
Reform of Section 337.
Trans Pacific Partnership (TPP)
Information Technology Agreement (ITA) Expansion.
Trans Atlantic Trade. 
 Energy efficiency. 
 Broadband/Spectrum.
TV band and unlicensed use.
Internet Governance."
958,2013-07-22,MSFT,MICROSOFT CORP,20000.0,Taxation/Internal Revenue Code,Proposals to the corporate tax code regarding the international transfer of intangible assets by United States multinational corporations.
959,2013-07-22,MSFT,MICROSOFT CORP,60000.0,"Advertising 
 Communications/Broadcasting/Radio/TV 
 Homeland Security 
 Computer Industry 
 Immigration 
 Foreign Relations 
 Telecommunications 
 Health Issues 
 Labor Issues/Antitrust/Workplace 
 Science/Technology 
 Trade (domestic/foreign) 
 Taxation/Internal Revenue Code 
 Energy/Nuclear","Internet competition; internet advertising; internet privacy; antitrust; mobile applications; Do Not Track; online children's privacy. 
 Internet competition; internet advertising; internet privacy; antitrust; Do Not Track; mobile applications; online children's privacy. 
 Cyber security; state fusion centers; voluntary private sector preparedness standards; H.R. 624, the Cyber Intelligence Sharing and Protection Act of 2013. 
 Internet competition; internet advertising; internet privacy; antitrust, cybersecurity, open source; critical infrastructure protection; supply chain; mobile applications; Do Not Track; online children's privacy; CISPA, H.R.624. 
 Immigration reform; visa policy; immigration services; Startup Visa Act; green cards; STEM related issues; high skilled immigration; H1-B and L visas; the Border Security, Economic Opportunity, and Immigration Modernization Act (S. 744); the Strengthen and Fortify Enforcement Act (H.R. 2278); the Supplying Knowledge ased Immigrants and Lifting Levels of STEM Visas Act (H.R. 2131). 
 Issues relating to technology use in other countries. 
 Issues related to broadband funding; issues relating to white spaces; spectrum. 
 Health IT and issues related to proprietary software. 
 Internet competition; internet advertising; antitrust; STEM; high-skilled immigration; the Immigration Innovation I-Squared Act , S. 169. 
 Internet competition; internet privacy; antitrust; cyber security research and development; STEM education. 
 Intellectual property protection, including the impact of IP theft on competition; issues related to Trade in Services; general market access issues; issues related to patents; issues related to customs reauthorization, S.662, Trade Facilitation and Trade Enforcement Rauthorization Act. 
 Issues related to international tax and deferral. 
 Energy efficency."
960,2013-07-22,MSFT,MICROSOFT CORPORATION,20000.0,Immigration,"Issues relating to immigration reform (S. 744), provisions relating to high-skilled worker visas"
961,2013-07-22,MSFT,MICROSOFT CORPORATION,90000.0,"Consumer Issues/Safety/Products 
 Copyright/Patent/Trademark 
 Taxation/Internal Revenue Code 
 Immigration 
 Computer Industry 
 Science/Technology","Online privacy issues.
Issues related to online advertising. 
 Software piracy, counterfeiting, and protection of intellectual property rights. Unfair competition issues. Standards essential patents. Software patents and related policy. S. 866, Patent Quality Improvement Act of 2013. 
 International tax reform proposals. 
Transfer pricing, treaty, foreign tax credit, international tax, and foreign tax issue. 
 Gang of Eight negotiations. S. 169, Immigration Innovation Act of 2013. H.R. 2131, SKILLS Visa Act. S.744, Border Security, Economic Opportunity, and Immigration Modernization Act. 
 Protection of critical infrastructure and cyber security; Licensing, competition, and government procurement in the software industry; Private sector preparedness; cyber research and development; Standards and interoperability; Competition in the online advertising and software markets; Competitiveness and the high-tech sector; Unfair competition issues; Policy issues in cloud computing.  Cyber security policies and legislation; Information sharing initiative regarding cyber security threats.H.R. 624, Cyber Intelligence Sharing and Protection Act of 2013. 
 Innovation and competitiveness; basic research priorities; science development; technical computing. Science, Technology, Engineering and Mathematics (STEM) issues."
962,2013-07-22,MSFT,MICROSOFT CORPORATION,60000.0,Taxation/Internal Revenue Code,"R&D tax credit (H.R. 422, H.R. 783, S. 37); cost-sharing regulations; and other international tax provisions"
963,2013-07-22,MSFT,MICROSOFT CORPORATION,0.0,,
964,2013-07-22,MSFT,MICROSOFT CORPORATION,10000.0,Education,Issues related to STEM Education.
965,2013-07-21,MSFT,MICROSOFT CORPORATION,40000.0,"Taxation/Internal Revenue Code 
 Homeland Security 
 Computer Industry 
 Science/Technology 
 Copyright/Patent/Trademark","Monitor issues related to Comprehensive Tax Reform 
 Monitor issues related to Cyber Security. 
 Issues related to online privacy, cybersecurity, cloud computing and protection of intellectual property rights. 
 Science, Technology, Engineering and Mathematics (STEM) issues. 
 Software piracy, counterfeiting, and protection of intellectual property (IP) rights"
966,2013-07-21,MSFT,MICROSOFT CORPORATION,80000.0,Immigration,STEM visa reform; S. 744.
967,2013-07-19,MSFT,MICROSOFT CORP,80000.0,"Trade (domestic/foreign) 
 Immigration","General trade issues. 
 S. 744 - Border Security, Economic Opportunity, and Immigration Modernization Act (high-skilled visas)."
968,2013-07-19,MSFT,MICROSOFT,30000.0,Taxation/Internal Revenue Code,"R&D Tax Credit, International Tax, Business Alternative Tax Simplification, Tax Reform, Immigration Reform, S. 169Financial Reform Legislation, Say on Pay,"
969,2013-07-19,MSFT,MICROSOFT CORPORATION,60000.0,Taxation/Internal Revenue Code,General corp. and intl tax issues; the Presidents Fiscal Year 2014 Budget Proposal; S 268 (Levin); S 250 (Sanders); S 277 (Whitehouse).
970,2013-07-18,MSFT,MICROSOFT CORPORATION,50000.0,"Immigration 
 Education","Highly skilled workforce issues:

S.744, Border Security, Economic Opportunity, and Immigration Modernization Act

H.R.2131, Supplying Knowledge-based Immigrants and Lifting Levels of STEM Visas Act (SKILLS Visa Act) 
 Science, Technology, Engineering and Math (STEM) education issues"
971,2013-07-16,MSFT,MICROSOFT CORPORATION,60000.0,Defense,FY 14 National Defense Authorization Act (H.R.1960 & S.1197) - Highlight industry concerns regarding information technology
972,2013-07-16,MSFT,MICROSOFT,60000.0,"Labor Issues/Antitrust/Workplace 
 Immigration 
 Telecommunications","Antitrust issues, generally. 
 Comprehensive Immigration Reform, Generally. 
 Online privacy, competition and cybersecurity"
973,2013-07-11,MSFT,MICROSOFT CORPORATION,50000.0,"Telecommunications 
 Copyright/Patent/Trademark 
 Immigration 
 Science/Technology","telecommunications reform; online advertising; white spaces; online competitiveness, privacy 
 patent legislation, protection of intellectual property 
 immigration issues, STEM funding, high-skilled visas 
 science and technology issues
cloud computing
developing the STEM workforce"
974,2013-07-10,MSFT,MICROSOFT CORPORATION,60000.0,"Immigration 
 Taxation/Internal Revenue Code","Immigration Reform.
S. 169: I-Squared Act of 2013.
S. 744: Border Security, Economic Opportunity, and Immigration Modernization Act. 
 Tax issues of interest to the U.S. computer software industry, including the R&D tax credit; international tax reform, corporate tax reform, and state income tax simplification."
975,2013-07-08,MSFT,MICROSOFT CORPORATION,30000.0,"Computer Industry 
 Taxation/Internal Revenue Code 
 Copyright/Patent/Trademark 
 Small Business 
 Immigration","FITARA, Online Competition, Online Advertising, Privacy issues, Cloud Computing, China, Cyber Security, SPY-FI, Do Not Track, Spectrum, Rogue Websites, Unfair competition, Open Source, STEM 
 Corporate Tax Reform 
 Customs and Patent 
 FITARA 
 Comprehensive Immigration Reform, Skills Act, High Skilled Visas"
976,2013-07-05,MSFT,MICROSOFT CORP.,20000.0,"Copyright/Patent/Trademark 
 Taxation/Internal Revenue Code 
 Immigration","Issues related to standard essential patents & patent policy 
 Issues related to the research & development tax credit, repatriation, and international tax reform 
 Issues related to expanded high skilled immigration (green cards & H1B Visas)."
977,2013-07-02,MSFT,MICROSOFT CORPORATION,50000.0,"Telecommunications 
 Immigration","Online advertising - net neutrality, privacy
Software Piracy/Unfair Competition
Cybersecurity 
 General representation."
978,2013-05-18,MSFT,MICROSOFT CORPORATION,20000.0,"Copyright/Patent/Trademark 
 Homeland Security 
 Science/Technology 
 Immigration","ITC issues; piracy 
 Cybersecurity; 
 Online privacy; piracy 
 Employment-based Green Cards; H-1b visas; L-1 visas; TN visas; HR 3012; S 1857; STEM Visa Legislation; Comprehensive Immigration Reform, National Talent Strategy"
979,2013-04-24,MSFT,MICROSOFT CORP,60000.0,"Homeland Security 
 Computer Industry 
 Labor Issues/Antitrust/Workplace 
 Energy/Nuclear 
 Foreign Relations 
 Telecommunications 
 Trade (domestic/foreign) 
 Advertising 
 Taxation/Internal Revenue Code 
 Health Issues 
 Immigration 
 Science/Technology 
 Communications/Broadcasting/Radio/TV","Cyber security; state fusion centers; voluntary private sector preparedness standards; H.R. 624, the Cyber Intelligence Sharing and Protection Act of 2013. 
 Internet competition; internet advertising; internet privacy; antitrust, cybersecurity, open source; critical infrastructure protection; supply chain; mobile applications; Do Not Track; online children's privacy; CISPA, H.R.624. 
 Internet competition; internet advertising; antitrust; STEM; high-skilled immigration; the Immigration Innovation I-Squared Act , S. 169. 
 Energy efficency. 
 Issues relating to technology use in other countries. 
 Issues related to broadband funding; issues relating to white spaces; spectrum. 
 Intellectual property protection, including the impact of IP theft on competition; issues related to Trade in Services; general market access issues; issues related to patents; issues related to customs reauthorization, S.662, Trade Facilitation and Trade Enforcement Rauthorization Act. 
 Internet competition; internet advertising; internet privacy; antitrust; mobile applications; Do Not Track; online children's privacy. 
 Issues related to international tax and deferral. 
 Health IT and issues related to proprietary software. 
 Immigration reform; visa policy; immigration services; Startup Visa Act; green cards; STEM related issues; high skilled immigration; H1-B and L visas. 
 Internet competition; internet privacy; antitrust; cyber security research and development; STEM education. 
 Internet competition; internet advertising; internet privacy; antitrust; Do Not Track; mobile applications; online children's privacy."
980,2013-04-22,MSFT,MICROSOFT CORPORATION,60000.0,"Telecommunications 
 Immigration 
 Taxation/Internal Revenue Code","Issues related to online consumer privacy;
Issues related to cybersecurity;
Issues related to open source and technology competition issues 
 S.169, Immigration Innovation Act of 2013 
 Issues related to tax"
981,2013-04-22,MSFT,MICROSOFT CORP,20000.0,Taxation/Internal Revenue Code,Proposals to the corporate tax code regarding the international transfer of intangible assets by United States multinational corporations.
982,2013-04-22,MSFT,MICROSOFT CORPORATION,80000.0,"Immigration 
 Consumer Issues/Safety/Products 
 Copyright/Patent/Trademark 
 Taxation/Internal Revenue Code 
 Science/Technology 
 Computer Industry","Gang of Eight negotiations. S. 169, Immigration Innovation Act of 2013. 
 Online privacy issues.
Issues related to online advertising. 
 Software piracy, counterfeiting, and protection of intellectual property rights. Unfair competition issues. Standards essential patents. Software patents and related policy. 
 International tax reform proposals. 
Transfer pricing, treaty, foreign tax credit, international tax, and foreign tax issue. 
 Innovation and competitiveness; basic research priorities; science development; technical computing. Science, Technology, Engineering and Mathematics (STEM) issues. 
 Protection of critical infrastructure and cyber security; Licensing, competition, and government procurement in the software industry; Private sector preparedness; cyber research and development; Standards and interoperability; Competition in the online advertising and software markets; Competitiveness and the high-tech sector; Unfair competition issues; Policy issues in cloud computing.  Cyber security policies and legislation; Information sharing initiative regarding cyber security threats.H.R. 624, Cyber Intelligence Sharing and Protection Act of 2013."
983,2013-04-22,MSFT,MICROSOFT CORPORATION,2530000.0,"Computer Industry 
 Education 
 Immigration 
 Consumer Issues/Safety/Products 
 Copyright/Patent/Trademark 
 Telecommunications 
 Taxation/Internal Revenue Code 
 Trade (domestic/foreign) 
 Science/Technology 
 Environment/Superfund","Protection of critical infrastructure and cyber security.
Licensing, competition, trade, and government procurement in the software industry.
Health IT procurement; Health reform & related health IT issues; HHS rulemaking proceedings related to Recovery Act
implementation.Private sector preparedness; cyber research and development.
Standards and interoperability.
Competition in the online advertising and software markets.
Competitiveness and the high-tech sector.
Policy issues in cloud computing.
Electronic Communications Privacy Act (ECPA).
America's Healthy Future Act.
Open government, government modernization and technology choice. 
Supply chain security efforts within the US goverment.
Department of Commerce cyber security Green Paper.
Cyber security policies and legislation.
Information sharing intiative regarding cyber security threats.
Government procurement regarding IT.
H.R. 624, The Cyber Intelligence Sharing and Protection Act (CISPA). 
 Promoting excellence in technology, education, standards, and science.
Promoting excellence in education through K-12 reforms.
S. 169, Immigration Innovation Act of 2013.
Student Privacy Issues 
 H-1B visas, J visas, L-1 visas, and employment based visas, including the visa bulletin issues.
S. 169, Immigration Innovation Act of 2013.
H.R. 714, Startup Act 3.0. 
 Child online safety and gaming safety issues related to parental controls and family settings in MSN and Xbox 360.
Online privacy issues.
Notice of proposed rulemaking on Test Procedures for Battery Chargers and External Power Supplies (Docket No. EERE-2008-BT-TP-0004).Issues related to online advertising.
Issues related to the FTC Privacy Report.
Issues related to the Administration's position on privacy - the ""White Paper"".
Issues related to ""Do-Not-Track"" protections.
Do-Not-Track Online Act of 2013.
Human trafficking.
Issues related to privacy and mobile devices, including the NTIA stakeholders process on mobile application transparency.
SAFE Data Act.
Issues related to the FTC review of COPPA.
Health Privacy Issues. 
 Implementation of the America Invents Act. 
Orphan Works legislation and related policy developments.
Online copyright enforcement.
Software piracy, counterfeiting, and protection of intellectual property rights.Appropriations related to intellectual property rights enforcement.
U.S. Patent and Trademark Office funding issues.
Standards essential patents.
Patent-related matters before the International Trade Commission.
Software patents and related policy.
H.R. 845, Saving High-Tech Innovators from Egregious Legal Disputes Act of 2013. 
 Broadband/Spectrum.
TV band and unlicensed use.
Internet Governance. 
 R&D Tax Credit.
International tax reform proposals.
Transfer pricing, treaty, foreign tax credit, international tax, and foreign tax issues.
Business Activity Tax Simplification.H.R. 1129, Mobile Workforce State Income Tax Simplification Act. 
 Implementation of Free Trade Agreements (US-Korea, US-Panama, and US-Colombia) and the inclusion of provisions of interest to the high tech industry, including IPR as well as competition and market access issues.
Software piracy, competition, procurement, Internet/human rights, and market access and indigenous innovation policy issues in China.Interoperability, innovation, and competitiveness.
Interpretation and application of the WTO Agreement on Trade-Related Aspects of Intellectual Property.
European Commission investigation of competition in the software industry.
Trade in services in bilateral and regional agreements, including the WTO Agreements.
Emerging threats to IP rights outside the United States.
Asia-Pacific Economic Cooperation (APEC).
Reform of Section 337.
Trans Pacific Partnership (TPP)
Information Technology Agreement (ITA) Expansion.
Trans Atlantic Trade. 
 Innovation and competitiveness; science development; technical computing; basic research priorities.
Science, Technology, Engineering, and Mathematics (STEM) issues. 
 Energy efficiency."
984,2013-04-22,MSFT,MICROSOFT CORPORATION,10000.0,Education,Issues related to STEM Education.
985,2013-04-22,MSFT,MICROSOFT CORPORATION,60000.0,Taxation/Internal Revenue Code,"R&D tax credit (H.R. 422, H.R. 783, S. 37); cost-sharing regulations; and other international tax provisions"
986,2013-04-22,MSFT,MICROSOFT CORPORATION,40000.0,"Immigration 
 Education","Highly skilled workforce issues 
 Science, Technology, Engineering and Math (STEM) education issues"
987,2013-04-21,MSFT,MICROSOFT CORPORATION,37500.0,"Taxation/Internal Revenue Code 
 Homeland Security 
 Science/Technology 
 Copyright/Patent/Trademark 
 Computer Industry","Monitor issues related to Comprehensive Tax Reform 
 Monitor issues related to Cyber Security. 
 Science, Technology, Engineering and Mathematics (STEM) issues. 
 Software piracy, counterfeiting, and protection of intellectual property (IP) rights 
 Issues related to online privacy, cybersecurity, cloud computing and protection of intellectual property rights."
988,2013-04-21,MSFT,MICROSOFT CORPORATION,50000.0,"Copyright/Patent/Trademark 
 Immigration 
 Telecommunications 
 Science/Technology","patent legislation 
 immigration issues 
 telecommuications reform; online advertising; white spaces; online competitiveness, privacy 
 science and technology issues
cloud computing
developing the STEM workforce"
989,2013-04-21,MSFT,MICROSOFT CORPORATION,80000.0,"Immigration 
 Labor Issues/Antitrust/Workplace","STEM visa reform. 
 General antitrust/competitive issues, intellectual property."
990,2013-04-20,MSFT,MICROSOFT,60000.0,"Telecommunications 
 Immigration 
 Labor Issues/Antitrust/Workplace","Online privacy, competition and cybersecurity 
 Comprehensive Immigration Reform, Generally. 
 Antitrust issues, generally."
991,2013-04-19,MSFT,MICROSOFT CORPORATION,60000.0,"Immigration 
 Taxation/Internal Revenue Code","Immigration Reform.
S. 169: I-Squared Act of 2013 
 Tax issues of interest to the U.S. computer software industry, including the R&D tax credit; international tax reform, corporate tax reform, and state income tax simplification."
992,2013-04-19,MSFT,MICROSOFT CORP,100000.0,Computer Industry,Legislation affecting federal procurement and management of information technology.
993,2013-04-19,MSFT,MICROSOFT,30000.0,Taxation/Internal Revenue Code,"R&D Tax Credit, International Tax, Business Alternative Tax Simplification, Tax Reform, Immigration Reform, S. 169Financial Reform Legislation, Say on Pay,"
994,2013-04-18,MSFT,MICROSOFT CORPORATION,60000.0,Taxation/Internal Revenue Code,General corp. and intl tax issues; the Presidents Fiscal Year 2013 Budget Proposal; S 268 (Levin); S 250 (Sanders); S 277 (White House).
995,2013-04-18,MSFT,MICROSOFT CORP.,20000.0,"Taxation/Internal Revenue Code 
 Government Issues 
 Immigration","International tax reform issues, relating to transition to territorial system, repatriation issues
Research & Development Tax Credit issues 
 Government contracting & procurement reform issues generally 
 Expansion of H1B Visas, high tech related immigration generally"
996,2013-04-18,MSFT,MICROSOFT CORPORATION,0.0,,
997,2013-04-17,MSFT,MICROSOFT CORPORATION,30000.0,"Copyright/Patent/Trademark 
 Telecommunications 
 Trade (domestic/foreign) 
 Taxation/Internal Revenue Code 
 Immigration 
 Computer Industry","Software piracy, counterfeiting, and protection of intellectual property rights.
Issues relating to patents that are essential to standards.
Oversight of implementation of the America Invents Act. 
 Issues relating to the Communications Assistance to Law Enforcement Act (CALEA).
Cybersecurity legislation.
Privacy oversight issues. 
 Software piracy in China. 
 Issues relating to corporate tax reform.
Taxation of digital goods. 
 H1-B Visas.
Issues relating to high-skilled immigration. 
 Competitiveness in the online advertising and software markets.
Competitiveness and the high tech sector.
Issues relating to the Electronic Communications Privacy Act (ECPA).
Cloud Computing Issues.STEM Education Legislation."
998,2013-04-16,MSFT,MICROSOFT CORPORATION,60000.0,Defense,FY 13 National Defense Authorization Act (H.R. 4310) - Highlight industry concerns regarding information technology and cybersecurity provisions
999,2013-04-15,MSFT,MICROSOFT CORPORATION,30000.0,"Computer Industry 
 Taxation/Internal Revenue Code 
 Small Business 
 Immigration","Competition in the online advertising and software markets, privacy issues, cloud computing, China, Cyber Security, Spy-Fi, Net Neutrality, Do not track, Spectrum, Rogue websites, private right of action, unfair competition, open source, national talent strategy, STEM 
 tax extenders, tax reform, deferral 
 Federal Information Technology Acquisition Reform Act 
 Comprehensive Immigration Reform"
1000,2013-04-15,MSFT,MICROSOFT CORPORATION,50000.0,"Telecommunications 
 Budget/Appropriations","Online advertising - net neutrality, privacy
Software Piracy/Unfair Competition
Cybersecurity 
 Information technology spending / cloud computing"
1001,2013-04-05,MSFT,MICROSOFT CORPORATION,40000.0,"Telecommunications 
 Immigration","Online privacy and cybersecurity 
 Issues relating to immigration reform"
1002,2013-02-19,MSFT,MICROSOFT CORPORATION,0.0,Education,"Science, Technology, Engineering and Math (STEM) related issues and initiatives."
1003,2013-01-22,MSFT,MICROSOFT CORPORATION,60000.0,"Telecommunications 
 Immigration","Online consumer privacy;
Cyber Security and Internet Freedom Act of 2011 
 H1B Visas;
Repatriation;"
1004,2013-01-22,MSFT,MICROSOFT CORPORATION,60000.0,Defense,FY 13 National Defense Authorization Act (H.R. 4310) - Highlight industry concerns regarding information technology and cybersecurity provisions
